Activity,Flow Name,Flow Location,LCIA Method,Unit,Absolute Contribution,Percentage Contribution
Copper,"aluminium alloy production, Metallic Matrix Composite",RoW,Total EQ,PDF.m2.yr,1.9292411168350437e-10,4.902388213083516e-10
Copper,"aluminium alloy production, Metallic Matrix Composite",MX,Total EQ,PDF.m2.yr,1.8727033955021424e-10,4.758720396635711e-10
Copper,"aluminium alloy production, AlLi",RoW,Total EQ,PDF.m2.yr,1.135590913411113e-10,2.8856463094277857e-10
Copper,"aluminium alloy production, AlLi",MX,Total EQ,PDF.m2.yr,1.1241436302019693e-10,2.8565576559740383e-10
Copper,"aluminium alloy production, Metallic Matrix Composite",ZM,Total EQ,PDF.m2.yr,9.24084545980019e-11,2.348188179576532e-10
Copper,"aluminium alloy production, AlLi",ZM,Total EQ,PDF.m2.yr,5.569593420693297e-11,1.415287539696829e-10
Copper,"aluminium alloy production, Metallic Matrix Composite",BR,Total EQ,PDF.m2.yr,3.3764180204730896e-11,8.579804650423767e-11
Copper,"treatment of metal part of electronics scrap, in copper, anode, by electrolytic refining",SG,Total EQ,PDF.m2.yr,2.8306886153660427e-11,7.193053466352555e-11
Copper,"aluminium alloy production, Metallic Matrix Composite",DE,Total EQ,PDF.m2.yr,2.5509016384282313e-11,6.48208770580295e-11
Copper,"aluminium alloy production, AlLi",BR,Total EQ,PDF.m2.yr,2.160962742152388e-11,5.491215267804345e-11
Copper,"aluminium alloy production, AlLi",DE,Total EQ,PDF.m2.yr,1.580831296962187e-11,4.017045173604181e-11
Copper,"aluminium alloy production, Metallic Matrix Composite",ZA,Total EQ,PDF.m2.yr,4.055665667852998e-12,1.0305838597773381e-11
Copper,"aluminium alloy production, AlLi",ZA,Total EQ,PDF.m2.yr,2.249055932382373e-12,5.715068581766931e-12
Copper,"aluminium alloy production, Metallic Matrix Composite",BE,Total EQ,PDF.m2.yr,2.0395250775244804e-12,5.182630420373299e-12
Copper,"aluminium alloy production, AlLi",BE,Total EQ,PDF.m2.yr,1.31600813082153e-12,3.3441039031168283e-12
Copper,"aluminium alloy production, Metallic Matrix Composite",KR,Total EQ,PDF.m2.yr,1.042931444731058e-12,2.6501896404174897e-12
Copper,"aluminium alloy production, AlLi",KR,Total EQ,PDF.m2.yr,6.064027919066294e-13,1.5409281263406652e-12
Copper,"aluminium alloy production, Metallic Matrix Composite",PE,Total EQ,PDF.m2.yr,1.2043789755410048e-13,3.060443426306397e-13
Copper,"aluminium alloy production, Metallic Matrix Composite",AU,Total EQ,PDF.m2.yr,9.881265250434444e-14,2.510925040492151e-13
Copper,"aluminium alloy production, Metallic Matrix Composite",FI,Total EQ,PDF.m2.yr,9.678096392297573e-14,2.459297869232718e-13
Copper,"aluminium alloy production, AlLi",PE,Total EQ,PDF.m2.yr,7.285916705294367e-14,1.8514218811664185e-13
Copper,"aluminium alloy production, AlLi",FI,Total EQ,PDF.m2.yr,6.152876258154587e-14,1.5635053483632317e-13
Copper,"aluminium alloy production, AlLi",AU,Total EQ,PDF.m2.yr,5.734955630391922e-14,1.4573076760417304e-13
Copper,"aluminium alloy production, Metallic Matrix Composite",CN,Total EQ,PDF.m2.yr,4.90924572593332e-14,1.2474868056631795e-13
Copper,"aluminium alloy production, Metallic Matrix Composite",AT,Total EQ,PDF.m2.yr,3.279967103454849e-14,8.33471354459713e-14
Copper,"aluminium alloy production, AlLi",CN,Total EQ,PDF.m2.yr,2.831093546042152e-14,7.194082434352642e-14
Copper,"aluminium alloy production, AlLi",AT,Total EQ,PDF.m2.yr,2.056249554970642e-14,5.225128934626691e-14
Copper,"aluminium alloy production, Metallic Matrix Composite",JP,Total EQ,PDF.m2.yr,1.7400699816932316e-14,4.421686068036841e-14
Copper,"aluminium alloy production, AlLi",JP,Total EQ,PDF.m2.yr,1.0405822887920775e-14,2.644220208040449e-14
Copper,"aluminium alloy production, Metallic Matrix Composite",SG,Total EQ,PDF.m2.yr,1.993373007103409e-15,5.065353547064256e-15
Copper,"aluminium alloy production, AlLi",SG,Total EQ,PDF.m2.yr,1.1851244634510834e-15,3.011515849398251e-15
Copper,treatment of used cable,AT,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing",AT,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing",AT,Total EQ,PDF.m2.yr,0.0,0.0
Copper,treatment of used cable,AU,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing",AU,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing",AU,Total EQ,PDF.m2.yr,0.0,0.0
Copper,treatment of used cable,BE,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing",BE,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing",BE,Total EQ,PDF.m2.yr,0.0,0.0
Copper,treatment of used cable,BR,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing",BR,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing",BR,Total EQ,PDF.m2.yr,0.0,0.0
Copper,treatment of used cable,CA,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing",CA,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing",CA,Total EQ,PDF.m2.yr,0.0,0.0
Copper,treatment of used cable,CD,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing",CD,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing",CD,Total EQ,PDF.m2.yr,0.0,0.0
Copper,treatment of used cable,CL,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing",CL,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing",CL,Total EQ,PDF.m2.yr,0.0,0.0
Copper,treatment of used cable,CN,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing",CN,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing",CN,Total EQ,PDF.m2.yr,0.0,0.0
Copper,treatment of used cable,DE,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing",DE,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing",DE,Total EQ,PDF.m2.yr,0.0,0.0
Copper,treatment of used cable,FI,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing",FI,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing",FI,Total EQ,PDF.m2.yr,0.0,0.0
Copper,treatment of used cable,JP,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing",JP,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing",JP,Total EQ,PDF.m2.yr,0.0,0.0
Copper,treatment of used cable,KR,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing",KR,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing",KR,Total EQ,PDF.m2.yr,0.0,0.0
Copper,treatment of used cable,MX,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing",MX,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing",MX,Total EQ,PDF.m2.yr,0.0,0.0
Copper,treatment of used cable,PE,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing",PE,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing",PE,Total EQ,PDF.m2.yr,0.0,0.0
Copper,treatment of used cable,RU,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing",RU,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing",RU,Total EQ,PDF.m2.yr,0.0,0.0
Copper,treatment of used cable,SG,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing",SG,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing",SG,Total EQ,PDF.m2.yr,0.0,0.0
Copper,treatment of used cable,US,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing",US,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing",US,Total EQ,PDF.m2.yr,0.0,0.0
Copper,treatment of used cable,ZA,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing",ZA,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing",ZA,Total EQ,PDF.m2.yr,0.0,0.0
Copper,treatment of used cable,ZM,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing",ZM,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing",ZM,Total EQ,PDF.m2.yr,0.0,0.0
Copper,treatment of used cable,RoW,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, hydrometallurgical processing",RoW,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"treatment of non-Fe-Co-metals, from used Li-ion battery, pyrometallurgical processing",RoW,Total EQ,PDF.m2.yr,0.0,0.0
Copper,"electrorefining of copper, anode",CA,Total HH,DALY,9.947448704057053e-05,44.02796115381707
Copper,"electrorefining of copper, anode",US,Total HH,DALY,3.996058310063254e-05,17.6867763059785
Copper,"electrorefining of copper, anode",CD,Total HH,DALY,3.0279753652296487e-05,13.401987355880857
Copper,"electrorefining of copper, anode",RU,Total HH,DALY,1.6471176832089453e-05,7.29023446409045
Copper,"electrorefining of copper, anode",CL,Total HH,DALY,7.711983090353552e-06,3.4133666030617302
Copper,"copper production, cathode, solvent extraction and electrowinning process",CA,Total HH,DALY,5.0255408050869675e-06,2.2243323079720856
Copper,treatment of copper scrap by electrolytic refining,CA,Total HH,DALY,4.315491071312326e-06,1.9100603471309319
Copper,"electrorefining of copper, anode",MX,Total HH,DALY,3.516642434977112e-06,1.556485498195025
Copper,"electrorefining of copper, anode",RoW,Total HH,DALY,3.0774202672049463e-06,1.3620833241714358
Copper,"copper production, cathode, solvent extraction and electrowinning process",US,Total HH,DALY,2.5278991684034303e-06,1.1188622298885529
Copper,treatment of copper scrap by electrolytic refining,US,Total HH,DALY,1.7139420149076155e-06,0.7586002672370719
Copper,"electrorefining of copper, anode",ZM,Total HH,DALY,1.542624932209731e-06,0.682774373719959
Copper,treatment of copper scrap by electrolytic refining,CD,Total HH,DALY,1.4275840678739862e-06,0.63185664740879
Copper,"copper production, cathode, solvent extraction and electrowinning process",CD,Total HH,DALY,1.412991734509333e-06,0.6253979995118626
Copper,"copper production, cathode, solvent extraction and electrowinning process",RU,Total HH,DALY,1.2018020281095025e-06,0.5319242610077829
Copper,treatment of copper scrap by electrolytic refining,RU,Total HH,DALY,7.849484331568462e-07,0.34742254170844916
Copper,"electrorefining of copper, anode",BR,Total HH,DALY,6.390806997635933e-07,0.2828606717204775
Copper,"copper production, cathode, solvent extraction and electrowinning process",CL,Total HH,DALY,6.205879964577141e-07,0.27467569839713435
Copper,"electrorefining of copper, anode",DE,Total HH,DALY,5.849436183139866e-07,0.2588992984080201
Copper,treatment of copper cake,CA,Total HH,DALY,4.5138832974145246e-07,0.1997869849686943
Copper,"market group for transport, freight, lorry, unspecified",GLO,Total HH,DALY,4.075823328229203e-07,0.1803982071221018
Copper,treatment of copper scrap by electrolytic refining,CL,Total HH,DALY,3.4211538263673094e-07,0.1514221709000618
Copper,"copper production, cathode, solvent extraction and electrowinning process",MX,Total HH,DALY,2.535707650593894e-07,0.11223183075299666
Copper,"copper production, cathode, solvent extraction and electrowinning process",RoW,Total HH,DALY,2.2941591097503147e-07,0.10154075800719313
Copper,treatment of copper cake,US,Total HH,DALY,1.7417588663256547e-07,0.07709121603675732
Copper,treatment of copper scrap by electrolytic refining,MX,Total HH,DALY,1.5328727558660277e-07,0.06784580062372032
Copper,treatment of copper scrap by electrolytic refining,RoW,Total HH,DALY,1.5177942723209755e-07,0.06717841855668913
Copper,"market group for transport, freight train",GLO,Total HH,DALY,1.414369629066657e-07,0.06260078633055727
Copper,treatment of copper cake,CD,Total HH,DALY,1.3992544348049307e-07,0.0619317794267908
Copper,"platinum group metal mine operation, ore with high palladium content",CA,Total HH,DALY,9.679286349733985e-08,0.04284105966075012
Copper,gold mine operation and refining,CA,Total HH,DALY,7.782015185921678e-08,0.03444363198017141
Copper,treatment of copper cake,RU,Total HH,DALY,7.726309532436005e-08,0.03419707565998502
Copper,"copper production, cathode, solvent extraction and electrowinning process",ZM,Total HH,DALY,7.720950846842266e-08,0.034173357819544135
Copper,treatment of copper scrap by electrolytic refining,ZM,Total HH,DALY,7.364641721437364e-08,0.03259631381572038
Copper,"electrorefining of copper, anode",ZA,Total HH,DALY,6.124511491308661e-08,0.027107428452027876
Copper,"electrorefining of copper, anode",BE,Total HH,DALY,5.304516476291566e-08,0.023478084914647094
Copper,"platinum group metal mine operation, ore with high palladium content",US,Total HH,DALY,4.267296365009996e-08,0.018887291021049264
Copper,gold mine operation and refining,US,Total HH,DALY,4.215250739114939e-08,0.0186569341865175
Copper,"platinum group metal, extraction and refinery operations",CA,Total HH,DALY,3.9373884276524555e-08,0.017427100143725144
Copper,"copper production, cathode, solvent extraction and electrowinning process",DE,Total HH,DALY,3.6298073471987026e-08,0.016065729176680726
Copper,treatment of copper cake,CL,Total HH,DALY,3.435771278381612e-08,0.015206914745515679
Copper,"copper production, cathode, solvent extraction and electrowinning process",BR,Total HH,DALY,3.109794545557471e-08,0.01376412359807543
Copper,treatment of copper scrap by electrolytic refining,BR,Total HH,DALY,2.7491014101282366e-08,0.012167675722083876
Copper,cobalt production,CA,Total HH,DALY,2.7419422901532693e-08,0.012135989058947347
Copper,"market for transport, freight, sea, container ship",GLO,Total HH,DALY,2.636509774009253e-08,0.011669338879264114
Copper,treatment of copper scrap by electrolytic refining,DE,Total HH,DALY,2.5501208499319323e-08,0.01128697669710528
Copper,gold mine operation and refining,RU,Total HH,DALY,2.337602983356178e-08,0.01034636080126525
Copper,"platinum group metal mine operation, ore with high palladium content",RU,Total HH,DALY,2.2606874182704224e-08,0.010005928232828039
Copper,"platinum group metal mine operation, ore with high palladium content",CD,Total HH,DALY,2.226097639242675e-08,0.009852831947271759
Copper,gold mine operation and refining,CD,Total HH,DALY,2.098673721471878e-08,0.009288846601019939
Copper,primary zinc production from concentrate,CA,Total HH,DALY,1.6636290517867216e-08,0.007363314699632877
Copper,treatment of copper cake,MX,Total HH,DALY,1.5815068872801766e-08,0.006999837432613957
Copper,"platinum group metal, extraction and refinery operations",US,Total HH,DALY,1.5683918496653954e-08,0.006941789546787824
Copper,"electrorefining of copper, anode",KR,Total HH,DALY,1.4930531648018856e-08,0.006608336337906491
Copper,treatment of copper cake,RoW,Total HH,DALY,1.39729450818971e-08,0.006184503198486223
Copper,"market group for transport, freight, inland waterways, barge",GLO,Total HH,DALY,1.3123531350814928e-08,0.005808547957416701
Copper,"platinum group metal, extraction and refinery operations",CD,Total HH,DALY,1.1507107989191128e-08,0.005093109988436079
Copper,"platinum group metal mine operation, ore with high palladium content",CL,Total HH,DALY,1.1260291370432503e-08,0.004983867580396426
Copper,gold mine operation and refining,CL,Total HH,DALY,1.1113709790780084e-08,0.004918989758084361
Copper,cobalt production,US,Total HH,DALY,9.63055286685596e-09,0.004262536255540403
Copper,cobalt production,CD,Total HH,DALY,8.898598624593607e-09,0.003938569237428966
Copper,"platinum group metal, extraction and refinery operations",RU,Total HH,DALY,7.806046135109359e-09,0.0034549994297666253
Copper,primary zinc production from concentrate,US,Total HH,DALY,7.588388574713515e-09,0.0033586629831153913
Copper,"treatment of metal part of electronics scrap, in copper, anode, by electrolytic refining",CA,Total HH,DALY,7.370683514616189e-09,0.003262305512832129
Copper,treatment of copper cake,ZM,Total HH,DALY,7.1247562470177154e-09,0.003153456736561749
Copper,"copper production, cathode, solvent extraction and electrowinning process",ZA,Total HH,DALY,5.895028222143225e-09,0.0026091722740859344
Copper,primary zinc production from concentrate,CD,Total HH,DALY,4.898937434839899e-09,0.00216829695224407
Copper,"platinum group metal mine operation, ore with high palladium content",MX,Total HH,DALY,4.4531197077080415e-09,0.0019709755469691777
Copper,cobalt production,RU,Total HH,DALY,4.416919311713329e-09,0.001954953050387135
Copper,gold mine operation and refining,RoW,Total HH,DALY,4.401167285152064e-09,0.001947981115832193
Copper,gold mine operation and refining,MX,Total HH,DALY,4.351711135968848e-09,0.0019260915491720713
Copper,"platinum group metal mine operation, ore with high palladium content",RoW,Total HH,DALY,4.071188463801595e-09,0.0018019306544503168
Copper,"platinum group metal, extraction and refinery operations",CL,Total HH,DALY,3.735921853564379e-09,0.0016535397883011328
Copper,primary zinc production from concentrate,RU,Total HH,DALY,3.5525030143428958e-09,0.0015723575900473423
Copper,treatment of copper cake,BR,Total HH,DALY,2.900742307646111e-09,0.0012838846767431811
Copper,"treatment of metal part of electronics scrap, in copper, anode, by electrolytic refining",US,Total HH,DALY,2.8756996041591896e-09,0.0012728006369143651
Copper,treatment of copper scrap by electrolytic refining,ZA,Total HH,DALY,2.8076302297616733e-09,0.0012426727532639959
Copper,treatment of copper cake,DE,Total HH,DALY,2.6308183128180376e-09,0.0011644148155522754
Copper,"copper production, cathode, solvent extraction and electrowinning process",BE,Total HH,DALY,2.6306859218327884e-09,0.0011643562185659616
Copper,"treatment of metal part of electronics scrap, in copper, anode, by electrolytic refining",CD,Total HH,DALY,2.3194378050244296e-09,0.001026596071178138
Copper,"electrorefining of copper, anode",FI,Total HH,DALY,2.3134054822935054e-09,0.0010239261315909542
Copper,treatment of copper scrap by electrolytic refining,BE,Total HH,DALY,2.2004216623963833e-09,0.0009739188645877927
Copper,"electrorefining of copper, anode",PE,Total HH,DALY,2.075377944382356e-09,0.0009185738196115359
Copper,cobalt production,CL,Total HH,DALY,1.8608194159472324e-09,0.0008236090217402082
Copper,primary zinc production from concentrate,CL,Total HH,DALY,1.7312356120821662e-09,0.0007662545095183149
Copper,"platinum group metal, extraction and refinery operations",MX,Total HH,DALY,1.6092580004968918e-09,0.0007122665402984129
Copper,"electrorefining of copper, anode",AU,Total HH,DALY,1.497455035947894e-09,0.0006627819264392106
Copper,"platinum group metal, extraction and refinery operations",RoW,Total HH,DALY,1.4315806956859333e-09,0.0006336255771040887
Copper,gold mine operation and refining,ZM,Total HH,DALY,1.4290862304724025e-09,0.000632521512928557
Copper,"platinum group metal mine operation, ore with high palladium content",ZM,Total HH,DALY,1.3726174870595133e-09,0.0006075281330644964
Copper,"treatment of metal part of electronics scrap, in copper, anode, by electrolytic refining",RU,Total HH,DALY,1.1873013060637503e-09,0.0005255061607900627
Copper,"copper production, cathode, solvent extraction and electrowinning process",KR,Total HH,DALY,1.1036112552581291e-09,0.0004884644788929944
Copper,cobalt production,MX,Total HH,DALY,8.692561237896984e-10,0.00038473759442781986
Copper,"electrorefining of copper, anode",AT,Total HH,DALY,8.455130634932647e-10,0.00037422878390258666
Copper,cobalt production,RoW,Total HH,DALY,8.352140728001965e-10,0.0003696703933479011
Copper,primary zinc production from concentrate,MX,Total HH,DALY,7.246276190872333e-10,0.0003207242139498916
Copper,treatment of copper scrap by electrolytic refining,KR,Total HH,DALY,7.013547433704632e-10,0.00031042350973437086
Copper,"electrorefining of copper, anode",CN,Total HH,DALY,6.612003827449253e-10,0.000292650966418249
Copper,primary zinc production from concentrate,RoW,Total HH,DALY,6.575022730270134e-10,0.0002910141624914655
Copper,"platinum group metal, extraction and refinery operations",ZM,Total HH,DALY,6.223952291811269e-10,0.00027547558965075673
Copper,"platinum group metal mine operation, ore with high palladium content",DE,Total HH,DALY,6.036661259061671e-10,0.0002671859843864497
Copper,gold mine operation and refining,DE,Total HH,DALY,5.899949702229944e-10,0.00026113505485412625
Copper,"platinum group metal mine operation, ore with high palladium content",BR,Total HH,DALY,5.560796819491462e-10,0.0002461239596570986
Copper,"treatment of metal part of electronics scrap, in copper, anode, by electrolytic refining",CL,Total HH,DALY,5.464596533707168e-10,0.0002418660815101427
Copper,gold mine operation and refining,BR,Total HH,DALY,5.140121327887136e-10,0.0002275046284559594
Copper,cobalt production,ZM,Total HH,DALY,4.439512877302053e-10,0.00019649530881622567
Copper,"electrorefining of copper, anode",JP,Total HH,DALY,2.897721731530263e-10,0.00012825477529565174
Copper,treatment of copper cake,ZA,Total HH,DALY,2.786971544331139e-10,0.00012335291042069916
Copper,"platinum group metal, extraction and refinery operations",BR,Total HH,DALY,2.7581745582038555e-10,0.0001220783398003531
Copper,primary zinc production from concentrate,ZM,Total HH,DALY,2.734287104738614e-10,0.00012102106782587958
Copper,"platinum group metal, extraction and refinery operations",DE,Total HH,DALY,2.6610961514343856e-10,0.00011778159553025955
Copper,"treatment of metal part of electronics scrap, in copper, anode, by electrolytic refining",MX,Total HH,DALY,2.513129417349517e-10,0.00011123250559357178
Copper,treatment of copper cake,BE,Total HH,DALY,2.389078224175309e-10,0.00010574193079731158
Copper,"treatment of metal part of electronics scrap, in copper, anode, by electrolytic refining",RoW,Total HH,DALY,2.1937436368454746e-10,9.709631333416521e-05
Copper,cobalt production,BR,Total HH,DALY,1.6748742940069755e-10,7.413086767061249e-05
Copper,cobalt production,DE,Total HH,DALY,1.4351645366625937e-10,6.352118050505318e-05
Copper,"copper production, cathode, solvent extraction and electrowinning process",AU,Total HH,DALY,1.2903596267712386e-10,5.7112034665499026e-05
Copper,"copper production, cathode, solvent extraction and electrowinning process",FI,Total HH,DALY,1.1978944716742612e-10,5.301947547991507e-05
Copper,"treatment of metal part of electronics scrap, in copper, anode, by electrolytic refining",ZM,Total HH,DALY,1.1599553890422827e-10,5.134027058424073e-05
Copper,gold mine operation and refining,ZA,Total HH,DALY,1.1469469755628063e-10,5.0764510969502946e-05
Copper,"platinum group metal mine operation, ore with high palladium content",ZA,Total HH,DALY,1.1107829877280606e-10,4.916387275670582e-05
Copper,primary zinc production from concentrate,DE,Total HH,DALY,1.100073230574565e-10,4.868985294926654e-05
Copper,"copper production, cathode, solvent extraction and electrowinning process",PE,Total HH,DALY,1.0932799784490237e-10,4.838917983238037e-05
Copper,primary zinc production from concentrate,BR,Total HH,DALY,1.0813816410357039e-10,4.786255280165741e-05
Copper,treatment of copper scrap by electrolytic refining,FI,Total HH,DALY,9.70367266810186e-11,4.294899486199902e-05
Copper,treatment of copper scrap by electrolytic refining,PE,Total HH,DALY,8.642196271741326e-11,3.825084130172032e-05
Copper,treatment of copper scrap by electrolytic refining,AU,Total HH,DALY,6.743422330448195e-11,2.9846762244440203e-05
Copper,treatment of copper cake,KR,Total HH,DALY,6.700611611985807e-11,2.9657279623769815e-05
Copper,"copper production, cathode, solvent extraction and electrowinning process",CN,Total HH,DALY,5.5505792443956654e-11,2.4567172410124152e-05
Copper,"treatment of metal part of electronics scrap, in copper, anode, by electrolytic refining",BR,Total HH,DALY,4.822707159355811e-11,2.1345570083890257e-05
Copper,"copper production, cathode, solvent extraction and electrowinning process",AT,Total HH,DALY,4.387024179323303e-11,1.9417212985408604e-05
Copper,"treatment of metal part of electronics scrap, in copper, anode, by electrolytic refining",DE,Total HH,DALY,4.262592840715682e-11,1.886647296095395e-05
Copper,"platinum group metal mine operation, ore with high palladium content",BE,Total HH,DALY,4.1108356184124907e-11,1.8194787055637242e-05
Copper,gold mine operation and refining,BE,Total HH,DALY,3.6770030694177296e-11,1.6274620067833366e-05
Copper,treatment of copper scrap by electrolytic refining,AT,Total HH,DALY,3.543066462315954e-11,1.5681809196424102e-05
Copper,"platinum group metal, extraction and refinery operations",ZA,Total HH,DALY,3.281988170060467e-11,1.4526262156021534e-05
Copper,treatment of copper scrap by electrolytic refining,CN,Total HH,DALY,3.231062662637668e-11,1.4300863028139127e-05
Copper,"electrorefining of copper, anode",SG,Total HH,DALY,2.9544898220681285e-11,1.3076736255227981e-05
Copper,"platinum group metal, extraction and refinery operations",BE,Total HH,DALY,2.093642574847704e-11,9.266578466273193e-06
Copper,"copper production, cathode, solvent extraction and electrowinning process",JP,Total HH,DALY,2.0853165735928958e-11,9.229727121700406e-06
Copper,gold mine operation and refining,KR,Total HH,DALY,2.08490880021713e-11,9.227922294062494e-06
Copper,"platinum group metal mine operation, ore with high palladium content",KR,Total HH,DALY,1.9767489492447125e-11,8.74920077875837e-06
Copper,primary zinc production from concentrate,ZA,Total HH,DALY,1.608583778833442e-11,7.119681260407418e-06
Copper,cobalt production,ZA,Total HH,DALY,1.4681136556978625e-11,6.497952683695803e-06
Copper,cobalt production,BE,Total HH,DALY,1.2797186301478204e-11,5.664105823735955e-06
Copper,treatment of copper scrap by electrolytic refining,JP,Total HH,DALY,1.2642007131109658e-11,5.59542265996069e-06
Copper,treatment of copper cake,FI,Total HH,DALY,9.95759365271241e-12,4.407286326073855e-06
Copper,treatment of copper cake,PE,Total HH,DALY,9.525369808562417e-12,4.215981649003965e-06
Copper,primary zinc production from concentrate,BE,Total HH,DALY,8.696730815949906e-12,3.849221422711949e-06
Copper,"platinum group metal, extraction and refinery operations",KR,Total HH,DALY,7.373357273588316e-12,3.2634889334222897e-06
Copper,treatment of copper cake,AU,Total HH,DALY,6.697274417216658e-12,2.9642509014136124e-06
Copper,"treatment of metal part of electronics scrap, in copper, anode, by electrolytic refining",ZA,Total HH,DALY,4.240508865887027e-12,1.8768728060245758e-06
Copper,"treatment of metal part of electronics scrap, in copper, anode, by electrolytic refining",BE,Total HH,DALY,3.915165397270758e-12,1.732873977540614e-06
Copper,cobalt production,KR,Total HH,DALY,3.8095628494043764e-12,1.686133702586405e-06
Copper,treatment of copper cake,AT,Total HH,DALY,3.7954925967902604e-12,1.6799061305330198e-06
Copper,primary zinc production from concentrate,KR,Total HH,DALY,3.1683600645254342e-12,1.402333784192702e-06
