REF_DATE,GEO,North American Industry Classification System (NAICS),Energy types,UOM,VALUE
2019,Canada,"Sand and gravel, mining and quarrying [212323]","Diesel fuel, quantity purchased (litres)",Litres,113672020.0
2019,Canada,"Sand and gravel, mining and quarrying [212323]","Light Fuel Oil, quantity purchased (litres)",Litres,
2019,Canada,"Sand and gravel, mining and quarrying [212323]","Heavy Fuel Oil, quantity purchased (litres)",Litres,
2019,Canada,"Sand and gravel, mining and quarrying [212323]","Propane, quantity purchased (litres)",Litres,
2019,Canada,"Sand and gravel, mining and quarrying [212323]","Butane, quantity purchased (litres)",Litres,0.0
2019,Canada,"Sand and gravel, mining and quarrying [212323]","Electricity, quantity purchased (kilowatt-hour)",Kilowatt-hours,212624016.0
2019,Canada,"Sand and gravel, mining and quarrying [212323]","Steam, quantity purchased (gigajoules)",Gigajoules,0.0
2019,Canada,"Sand and gravel, mining and quarrying [212323]","Wood, quantity purchased (metric tonnes)",Metric tonnes,
2019,Canada,"Sand and gravel, mining and quarrying [212323]","Water, quantity purchased (litres)",Litres,
2019,Canada,"Shale, clay and refractory mineral mining and quarrying [212326]","Coal, quantity purchased (tonnes)",Tonnes,0.0
2019,Canada,"Shale, clay and refractory mineral mining and quarrying [212326]","Petroleum coke, quantity purchased (tonnes)",Tonnes,0.0
2019,Canada,"Shale, clay and refractory mineral mining and quarrying [212326]","Coke, quantity purchased (tonnes)",Tonnes,0.0
2019,Canada,"Shale, clay and refractory mineral mining and quarrying [212326]","Natural gas, quantity purchased (cubic metres)",Cubic metres,
2019,Canada,"Shale, clay and refractory mineral mining and quarrying [212326]","Gasoline - aviation, quantity purchased (litres)",Litres,
2019,Canada,"Shale, clay and refractory mineral mining and quarrying [212326]","Gasoline - motor, quantity purchased (litres)",Litres,
2019,Canada,"Shale, clay and refractory mineral mining and quarrying [212326]","Kerosene, quantity purchased (litres)",Litres,0.0
2019,Canada,"Shale, clay and refractory mineral mining and quarrying [212326]","Diesel fuel, quantity purchased (litres)",Litres,824009.0
2019,Canada,"Shale, clay and refractory mineral mining and quarrying [212326]","Light Fuel Oil, quantity purchased (litres)",Litres,
2019,Canada,"Shale, clay and refractory mineral mining and quarrying [212326]","Heavy Fuel Oil, quantity purchased (litres)",Litres,
2019,Canada,"Shale, clay and refractory mineral mining and quarrying [212326]","Propane, quantity purchased (litres)",Litres,
2019,Canada,"Shale, clay and refractory mineral mining and quarrying [212326]","Butane, quantity purchased (litres)",Litres,0.0
2019,Canada,"Shale, clay and refractory mineral mining and quarrying [212326]","Electricity, quantity purchased (kilowatt-hour)",Kilowatt-hours,25324862.0
2019,Canada,"Shale, clay and refractory mineral mining and quarrying [212326]","Steam, quantity purchased (gigajoules)",Gigajoules,0.0
2019,Canada,"Shale, clay and refractory mineral mining and quarrying [212326]","Wood, quantity purchased (metric tonnes)",Metric tonnes,0.0
2019,Canada,"Shale, clay and refractory mineral mining and quarrying [212326]","Water, quantity purchased (litres)",Litres,
2020,Canada,Metal ore mining [2122],"Coal, quantity purchased (tonnes)",Tonnes,166668.0
2020,Canada,Metal ore mining [2122],"Petroleum coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Metal ore mining [2122],"Coke, quantity purchased (tonnes)",Tonnes,152742.0
2020,Canada,Metal ore mining [2122],"Natural gas, quantity purchased (cubic metres)",Cubic metres,125944838.0
2020,Canada,Metal ore mining [2122],"Gasoline - aviation, quantity purchased (litres)",Litres,12205009.0
2020,Canada,Metal ore mining [2122],"Gasoline - motor, quantity purchased (litres)",Litres,40059327.0
2020,Canada,Metal ore mining [2122],"Kerosene, quantity purchased (litres)",Litres,0.0
2020,Canada,Metal ore mining [2122],"Diesel fuel, quantity purchased (litres)",Litres,884447602.0
2020,Canada,Metal ore mining [2122],"Light Fuel Oil, quantity purchased (litres)",Litres,11296930.0
2020,Canada,Metal ore mining [2122],"Heavy Fuel Oil, quantity purchased (litres)",Litres,184461052.0
2020,Canada,Metal ore mining [2122],"Propane, quantity purchased (litres)",Litres,118160079.0
2020,Canada,Metal ore mining [2122],"Butane, quantity purchased (litres)",Litres,691634.0
2020,Canada,Metal ore mining [2122],"Electricity, quantity purchased (kilowatt-hour)",Kilowatt-hours,12918203830.0
2020,Canada,Metal ore mining [2122],"Steam, quantity purchased (gigajoules)",Gigajoules,0.0
2020,Canada,Metal ore mining [2122],"Wood, quantity purchased (metric tonnes)",Metric tonnes,0.0
2020,Canada,Metal ore mining [2122],"Water, quantity purchased (litres)",Litres,2191004824.0
2020,Canada,Iron ore mining [21221],"Coal, quantity purchased (tonnes)",Tonnes,166668.0
2020,Canada,Iron ore mining [21221],"Petroleum coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Iron ore mining [21221],"Coke, quantity purchased (tonnes)",Tonnes,152742.0
2020,Canada,Iron ore mining [21221],"Natural gas, quantity purchased (cubic metres)",Cubic metres,0.0
2020,Canada,Iron ore mining [21221],"Gasoline - aviation, quantity purchased (litres)",Litres,2145588.0
2020,Canada,Iron ore mining [21221],"Gasoline - motor, quantity purchased (litres)",Litres,7073907.0
2020,Canada,Iron ore mining [21221],"Kerosene, quantity purchased (litres)",Litres,0.0
2020,Canada,Iron ore mining [21221],"Diesel fuel, quantity purchased (litres)",Litres,195060529.0
2020,Canada,Iron ore mining [21221],"Light Fuel Oil, quantity purchased (litres)",Litres,
2020,Canada,Iron ore mining [21221],"Heavy Fuel Oil, quantity purchased (litres)",Litres,182785373.0
2020,Canada,Iron ore mining [21221],"Propane, quantity purchased (litres)",Litres,42353.0
2020,Canada,Iron ore mining [21221],"Butane, quantity purchased (litres)",Litres,691634.0
2020,Canada,Iron ore mining [21221],"Electricity, quantity purchased (kilowatt-hour)",Kilowatt-hours,3143649706.0
2020,Canada,Iron ore mining [21221],"Steam, quantity purchased (gigajoules)",Gigajoules,0.0
2020,Canada,Iron ore mining [21221],"Wood, quantity purchased (metric tonnes)",Metric tonnes,0.0
2020,Canada,Iron ore mining [21221],"Water, quantity purchased (litres)",Litres,0.0
2020,Canada,Gold and silver ore mining [21222],"Coal, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Gold and silver ore mining [21222],"Petroleum coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Gold and silver ore mining [21222],"Coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Gold and silver ore mining [21222],"Natural gas, quantity purchased (cubic metres)",Cubic metres,69412742.0
2020,Canada,Gold and silver ore mining [21222],"Gasoline - aviation, quantity purchased (litres)",Litres,
2020,Canada,Gold and silver ore mining [21222],"Gasoline - motor, quantity purchased (litres)",Litres,20245410.0
2020,Canada,Gold and silver ore mining [21222],"Kerosene, quantity purchased (litres)",Litres,0.0
2020,Canada,Gold and silver ore mining [21222],"Diesel fuel, quantity purchased (litres)",Litres,368342595.0
2020,Canada,Gold and silver ore mining [21222],"Light Fuel Oil, quantity purchased (litres)",Litres,5146948.0
2020,Canada,Gold and silver ore mining [21222],"Heavy Fuel Oil, quantity purchased (litres)",Litres,
2020,Canada,Gold and silver ore mining [21222],"Propane, quantity purchased (litres)",Litres,64146899.0
2020,Canada,Gold and silver ore mining [21222],"Butane, quantity purchased (litres)",Litres,0.0
2020,Canada,Gold and silver ore mining [21222],"Electricity, quantity purchased (kilowatt-hour)",Kilowatt-hours,4482330656.0
2020,Canada,Gold and silver ore mining [21222],"Steam, quantity purchased (gigajoules)",Gigajoules,0.0
2020,Canada,Gold and silver ore mining [21222],"Wood, quantity purchased (metric tonnes)",Metric tonnes,0.0
2020,Canada,Gold and silver ore mining [21222],"Water, quantity purchased (litres)",Litres,
2020,Canada,"Copper, nickel, lead and zinc ore mining [21223]","Coal, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,"Copper, nickel, lead and zinc ore mining [21223]","Petroleum coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,"Copper, nickel, lead and zinc ore mining [21223]","Coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,"Copper, nickel, lead and zinc ore mining [21223]","Natural gas, quantity purchased (cubic metres)",Cubic metres,56532096.0
2020,Canada,"Copper, nickel, lead and zinc ore mining [21223]","Gasoline - aviation, quantity purchased (litres)",Litres,
2020,Canada,"Copper, nickel, lead and zinc ore mining [21223]","Gasoline - motor, quantity purchased (litres)",Litres,12086600.0
2020,Canada,"Copper, nickel, lead and zinc ore mining [21223]","Kerosene, quantity purchased (litres)",Litres,0.0
2020,Canada,"Copper, nickel, lead and zinc ore mining [21223]","Diesel fuel, quantity purchased (litres)",Litres,311439048.0
2020,Canada,"Copper, nickel, lead and zinc ore mining [21223]","Light Fuel Oil, quantity purchased (litres)",Litres,
2020,Canada,"Copper, nickel, lead and zinc ore mining [21223]","Heavy Fuel Oil, quantity purchased (litres)",Litres,
2020,Canada,"Copper, nickel, lead and zinc ore mining [21223]","Propane, quantity purchased (litres)",Litres,32775820.0
2020,Canada,"Copper, nickel, lead and zinc ore mining [21223]","Butane, quantity purchased (litres)",Litres,0.0
2020,Canada,"Copper, nickel, lead and zinc ore mining [21223]","Electricity, quantity purchased (kilowatt-hour)",Kilowatt-hours,4895647563.0
2020,Canada,"Copper, nickel, lead and zinc ore mining [21223]","Steam, quantity purchased (gigajoules)",Gigajoules,0.0
2020,Canada,"Copper, nickel, lead and zinc ore mining [21223]","Wood, quantity purchased (metric tonnes)",Metric tonnes,0.0
2020,Canada,"Copper, nickel, lead and zinc ore mining [21223]","Water, quantity purchased (litres)",Litres,
2020,Canada,Lead-zinc ore mining [212231],"Coal, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Lead-zinc ore mining [212231],"Petroleum coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Lead-zinc ore mining [212231],"Coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Lead-zinc ore mining [212231],"Natural gas, quantity purchased (cubic metres)",Cubic metres,0.0
2020,Canada,Lead-zinc ore mining [212231],"Gasoline - aviation, quantity purchased (litres)",Litres,0.0
2020,Canada,Lead-zinc ore mining [212231],"Gasoline - motor, quantity purchased (litres)",Litres,
2020,Canada,Lead-zinc ore mining [212231],"Kerosene, quantity purchased (litres)",Litres,0.0
2020,Canada,Lead-zinc ore mining [212231],"Diesel fuel, quantity purchased (litres)",Litres,
2020,Canada,Lead-zinc ore mining [212231],"Light Fuel Oil, quantity purchased (litres)",Litres,0.0
2020,Canada,Lead-zinc ore mining [212231],"Heavy Fuel Oil, quantity purchased (litres)",Litres,0.0
2020,Canada,Lead-zinc ore mining [212231],"Propane, quantity purchased (litres)",Litres,
2020,Canada,Lead-zinc ore mining [212231],"Butane, quantity purchased (litres)",Litres,0.0
2020,Canada,Lead-zinc ore mining [212231],"Electricity, quantity purchased (kilowatt-hour)",Kilowatt-hours,0.0
2020,Canada,Lead-zinc ore mining [212231],"Steam, quantity purchased (gigajoules)",Gigajoules,0.0
2020,Canada,Lead-zinc ore mining [212231],"Wood, quantity purchased (metric tonnes)",Metric tonnes,0.0
2020,Canada,Lead-zinc ore mining [212231],"Water, quantity purchased (litres)",Litres,0.0
2020,Canada,Nickel-copper ore mining [212232],"Coal, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Nickel-copper ore mining [212232],"Petroleum coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Nickel-copper ore mining [212232],"Coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Nickel-copper ore mining [212232],"Natural gas, quantity purchased (cubic metres)",Cubic metres,
2020,Canada,Nickel-copper ore mining [212232],"Gasoline - aviation, quantity purchased (litres)",Litres,
2020,Canada,Nickel-copper ore mining [212232],"Gasoline - motor, quantity purchased (litres)",Litres,
2020,Canada,Nickel-copper ore mining [212232],"Kerosene, quantity purchased (litres)",Litres,0.0
2020,Canada,Nickel-copper ore mining [212232],"Diesel fuel, quantity purchased (litres)",Litres,
2020,Canada,Nickel-copper ore mining [212232],"Light Fuel Oil, quantity purchased (litres)",Litres,51563.0
2020,Canada,Nickel-copper ore mining [212232],"Heavy Fuel Oil, quantity purchased (litres)",Litres,0.0
2020,Canada,Nickel-copper ore mining [212232],"Propane, quantity purchased (litres)",Litres,
2020,Canada,Nickel-copper ore mining [212232],"Butane, quantity purchased (litres)",Litres,0.0
2020,Canada,Nickel-copper ore mining [212232],"Electricity, quantity purchased (kilowatt-hour)",Kilowatt-hours,541607448.0
2020,Canada,Nickel-copper ore mining [212232],"Steam, quantity purchased (gigajoules)",Gigajoules,0.0
2020,Canada,Nickel-copper ore mining [212232],"Wood, quantity purchased (metric tonnes)",Metric tonnes,0.0
2020,Canada,Nickel-copper ore mining [212232],"Water, quantity purchased (litres)",Litres,
2020,Canada,Copper-zinc ore mining [212233],"Coal, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Copper-zinc ore mining [212233],"Petroleum coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Copper-zinc ore mining [212233],"Coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Copper-zinc ore mining [212233],"Natural gas, quantity purchased (cubic metres)",Cubic metres,
2020,Canada,Copper-zinc ore mining [212233],"Gasoline - aviation, quantity purchased (litres)",Litres,
2020,Canada,Copper-zinc ore mining [212233],"Gasoline - motor, quantity purchased (litres)",Litres,11980648.0
2020,Canada,Copper-zinc ore mining [212233],"Kerosene, quantity purchased (litres)",Litres,0.0
2020,Canada,Copper-zinc ore mining [212233],"Diesel fuel, quantity purchased (litres)",Litres,172966670.0
2020,Canada,Copper-zinc ore mining [212233],"Light Fuel Oil, quantity purchased (litres)",Litres,
2020,Canada,Copper-zinc ore mining [212233],"Heavy Fuel Oil, quantity purchased (litres)",Litres,
2020,Canada,Copper-zinc ore mining [212233],"Propane, quantity purchased (litres)",Litres,29828162.0
2020,Canada,Copper-zinc ore mining [212233],"Butane, quantity purchased (litres)",Litres,0.0
2020,Canada,Copper-zinc ore mining [212233],"Electricity, quantity purchased (kilowatt-hour)",Kilowatt-hours,4354040115.0
2020,Canada,Copper-zinc ore mining [212233],"Steam, quantity purchased (gigajoules)",Gigajoules,0.0
2020,Canada,Copper-zinc ore mining [212233],"Wood, quantity purchased (metric tonnes)",Metric tonnes,0.0
2020,Canada,Copper-zinc ore mining [212233],"Water, quantity purchased (litres)",Litres,
2020,Canada,Other metal ore mining [21229],"Coal, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Other metal ore mining [21229],"Petroleum coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Other metal ore mining [21229],"Coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Other metal ore mining [21229],"Natural gas, quantity purchased (cubic metres)",Cubic metres,0.0
2020,Canada,Other metal ore mining [21229],"Gasoline - aviation, quantity purchased (litres)",Litres,0.0
2020,Canada,Other metal ore mining [21229],"Gasoline - motor, quantity purchased (litres)",Litres,653410.0
2020,Canada,Other metal ore mining [21229],"Kerosene, quantity purchased (litres)",Litres,0.0
2020,Canada,Other metal ore mining [21229],"Diesel fuel, quantity purchased (litres)",Litres,9605430.0
2020,Canada,Other metal ore mining [21229],"Light Fuel Oil, quantity purchased (litres)",Litres,
2020,Canada,Other metal ore mining [21229],"Heavy Fuel Oil, quantity purchased (litres)",Litres,0.0
2020,Canada,Other metal ore mining [21229],"Propane, quantity purchased (litres)",Litres,21195007.0
2020,Canada,Other metal ore mining [21229],"Butane, quantity purchased (litres)",Litres,0.0
2020,Canada,Other metal ore mining [21229],"Electricity, quantity purchased (kilowatt-hour)",Kilowatt-hours,396575905.0
2020,Canada,Other metal ore mining [21229],"Steam, quantity purchased (gigajoules)",Gigajoules,0.0
2020,Canada,Other metal ore mining [21229],"Wood, quantity purchased (metric tonnes)",Metric tonnes,0.0
2020,Canada,Other metal ore mining [21229],"Water, quantity purchased (litres)",Litres,0.0
2020,Canada,Uranium ore mining [212291],"Coal, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Uranium ore mining [212291],"Petroleum coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Uranium ore mining [212291],"Coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Uranium ore mining [212291],"Natural gas, quantity purchased (cubic metres)",Cubic metres,0.0
2020,Canada,Uranium ore mining [212291],"Gasoline - aviation, quantity purchased (litres)",Litres,0.0
2020,Canada,Uranium ore mining [212291],"Gasoline - motor, quantity purchased (litres)",Litres,
2020,Canada,Uranium ore mining [212291],"Kerosene, quantity purchased (litres)",Litres,0.0
2020,Canada,Uranium ore mining [212291],"Diesel fuel, quantity purchased (litres)",Litres,991049.0
2020,Canada,Uranium ore mining [212291],"Light Fuel Oil, quantity purchased (litres)",Litres,0.0
2020,Canada,Uranium ore mining [212291],"Heavy Fuel Oil, quantity purchased (litres)",Litres,0.0
2020,Canada,Uranium ore mining [212291],"Propane, quantity purchased (litres)",Litres,
2020,Canada,Uranium ore mining [212291],"Butane, quantity purchased (litres)",Litres,0.0
2020,Canada,Uranium ore mining [212291],"Electricity, quantity purchased (kilowatt-hour)",Kilowatt-hours,102365372.0
2020,Canada,Uranium ore mining [212291],"Steam, quantity purchased (gigajoules)",Gigajoules,0.0
2020,Canada,Uranium ore mining [212291],"Wood, quantity purchased (metric tonnes)",Metric tonnes,0.0
2020,Canada,Uranium ore mining [212291],"Water, quantity purchased (litres)",Litres,0.0
2020,Canada,All other metal ore mining [212299],"Coal, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,All other metal ore mining [212299],"Petroleum coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,All other metal ore mining [212299],"Coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,All other metal ore mining [212299],"Natural gas, quantity purchased (cubic metres)",Cubic metres,0.0
2020,Canada,All other metal ore mining [212299],"Gasoline - aviation, quantity purchased (litres)",Litres,0.0
2020,Canada,All other metal ore mining [212299],"Gasoline - motor, quantity purchased (litres)",Litres,
2020,Canada,All other metal ore mining [212299],"Kerosene, quantity purchased (litres)",Litres,0.0
2020,Canada,All other metal ore mining [212299],"Diesel fuel, quantity purchased (litres)",Litres,8614381.0
2020,Canada,All other metal ore mining [212299],"Light Fuel Oil, quantity purchased (litres)",Litres,
2020,Canada,All other metal ore mining [212299],"Heavy Fuel Oil, quantity purchased (litres)",Litres,0.0
2020,Canada,All other metal ore mining [212299],"Propane, quantity purchased (litres)",Litres,
2020,Canada,All other metal ore mining [212299],"Butane, quantity purchased (litres)",Litres,0.0
2020,Canada,All other metal ore mining [212299],"Electricity, quantity purchased (kilowatt-hour)",Kilowatt-hours,294210533.0
2020,Canada,All other metal ore mining [212299],"Steam, quantity purchased (gigajoules)",Gigajoules,0.0
2020,Canada,All other metal ore mining [212299],"Wood, quantity purchased (metric tonnes)",Metric tonnes,0.0
2020,Canada,All other metal ore mining [212299],"Water, quantity purchased (litres)",Litres,0.0
2020,Canada,"Non-metallic mineral mining (excluding aggregates, clay and refractory mineral mining and quarrying) [2123]","Coal, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,"Non-metallic mineral mining (excluding aggregates, clay and refractory mineral mining and quarrying) [2123]","Petroleum coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,"Non-metallic mineral mining (excluding aggregates, clay and refractory mineral mining and quarrying) [2123]","Coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,"Non-metallic mineral mining (excluding aggregates, clay and refractory mineral mining and quarrying) [2123]","Natural gas, quantity purchased (cubic metres)",Cubic metres,1718078186.0
2020,Canada,"Non-metallic mineral mining (excluding aggregates, clay and refractory mineral mining and quarrying) [2123]","Gasoline - aviation, quantity purchased (litres)",Litres,
2020,Canada,"Non-metallic mineral mining (excluding aggregates, clay and refractory mineral mining and quarrying) [2123]","Gasoline - motor, quantity purchased (litres)",Litres,7087913.0
2020,Canada,"Non-metallic mineral mining (excluding aggregates, clay and refractory mineral mining and quarrying) [2123]","Kerosene, quantity purchased (litres)",Litres,0.0
2020,Canada,"Non-metallic mineral mining (excluding aggregates, clay and refractory mineral mining and quarrying) [2123]","Diesel fuel, quantity purchased (litres)",Litres,183458876.0
2020,Canada,"Non-metallic mineral mining (excluding aggregates, clay and refractory mineral mining and quarrying) [2123]","Light Fuel Oil, quantity purchased (litres)",Litres,480743.0
2020,Canada,"Non-metallic mineral mining (excluding aggregates, clay and refractory mineral mining and quarrying) [2123]","Heavy Fuel Oil, quantity purchased (litres)",Litres,
2020,Canada,"Non-metallic mineral mining (excluding aggregates, clay and refractory mineral mining and quarrying) [2123]","Propane, quantity purchased (litres)",Litres,2420941.0
2020,Canada,"Non-metallic mineral mining (excluding aggregates, clay and refractory mineral mining and quarrying) [2123]","Butane, quantity purchased (litres)",Litres,0.0
2020,Canada,"Non-metallic mineral mining (excluding aggregates, clay and refractory mineral mining and quarrying) [2123]","Electricity, quantity purchased (kilowatt-hour)",Kilowatt-hours,3037540509.0
2020,Canada,"Non-metallic mineral mining (excluding aggregates, clay and refractory mineral mining and quarrying) [2123]","Steam, quantity purchased (gigajoules)",Gigajoules,0.0
2020,Canada,"Non-metallic mineral mining (excluding aggregates, clay and refractory mineral mining and quarrying) [2123]","Wood, quantity purchased (metric tonnes)",Metric tonnes,0.0
2020,Canada,"Non-metallic mineral mining (excluding aggregates, clay and refractory mineral mining and quarrying) [2123]","Water, quantity purchased (litres)",Litres,11967613604.0
2020,Canada,Other non-metallic mineral mining and quarrying [21239],"Coal, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Other non-metallic mineral mining and quarrying [21239],"Petroleum coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Other non-metallic mineral mining and quarrying [21239],"Coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Other non-metallic mineral mining and quarrying [21239],"Natural gas, quantity purchased (cubic metres)",Cubic metres,1718078186.0
2020,Canada,Other non-metallic mineral mining and quarrying [21239],"Gasoline - aviation, quantity purchased (litres)",Litres,
2020,Canada,Other non-metallic mineral mining and quarrying [21239],"Gasoline - motor, quantity purchased (litres)",Litres,7087913.0
2020,Canada,Other non-metallic mineral mining and quarrying [21239],"Kerosene, quantity purchased (litres)",Litres,0.0
2020,Canada,Other non-metallic mineral mining and quarrying [21239],"Diesel fuel, quantity purchased (litres)",Litres,183458876.0
2020,Canada,Other non-metallic mineral mining and quarrying [21239],"Light Fuel Oil, quantity purchased (litres)",Litres,480743.0
2020,Canada,Other non-metallic mineral mining and quarrying [21239],"Heavy Fuel Oil, quantity purchased (litres)",Litres,
2020,Canada,Other non-metallic mineral mining and quarrying [21239],"Propane, quantity purchased (litres)",Litres,2420941.0
2020,Canada,Other non-metallic mineral mining and quarrying [21239],"Butane, quantity purchased (litres)",Litres,0.0
2020,Canada,Other non-metallic mineral mining and quarrying [21239],"Electricity, quantity purchased (kilowatt-hour)",Kilowatt-hours,3037540509.0
2020,Canada,Other non-metallic mineral mining and quarrying [21239],"Steam, quantity purchased (gigajoules)",Gigajoules,0.0
2020,Canada,Other non-metallic mineral mining and quarrying [21239],"Wood, quantity purchased (metric tonnes)",Metric tonnes,0.0
2020,Canada,Other non-metallic mineral mining and quarrying [21239],"Water, quantity purchased (litres)",Litres,11967613604.0
2020,Canada,Diamond mining [212392],"Coal, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Diamond mining [212392],"Petroleum coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Diamond mining [212392],"Coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Diamond mining [212392],"Natural gas, quantity purchased (cubic metres)",Cubic metres,653449000.0
2020,Canada,Diamond mining [212392],"Gasoline - aviation, quantity purchased (litres)",Litres,209600.0
2020,Canada,Diamond mining [212392],"Gasoline - motor, quantity purchased (litres)",Litres,0.0
2020,Canada,Diamond mining [212392],"Kerosene, quantity purchased (litres)",Litres,0.0
2020,Canada,Diamond mining [212392],"Diesel fuel, quantity purchased (litres)",Litres,148811820.0
2020,Canada,Diamond mining [212392],"Light Fuel Oil, quantity purchased (litres)",Litres,0.0
2020,Canada,Diamond mining [212392],"Heavy Fuel Oil, quantity purchased (litres)",Litres,0.0
2020,Canada,Diamond mining [212392],"Propane, quantity purchased (litres)",Litres,48515.0
2020,Canada,Diamond mining [212392],"Butane, quantity purchased (litres)",Litres,0.0
2020,Canada,Diamond mining [212392],"Electricity, quantity purchased (kilowatt-hour)",Kilowatt-hours,
2020,Canada,Diamond mining [212392],"Steam, quantity purchased (gigajoules)",Gigajoules,0.0
2020,Canada,Diamond mining [212392],"Wood, quantity purchased (metric tonnes)",Metric tonnes,0.0
2020,Canada,Diamond mining [212392],"Water, quantity purchased (litres)",Litres,0.0
2020,Canada,Salt mining [212393],"Coal, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Salt mining [212393],"Petroleum coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Salt mining [212393],"Coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Salt mining [212393],"Natural gas, quantity purchased (cubic metres)",Cubic metres,
2020,Canada,Salt mining [212393],"Gasoline - aviation, quantity purchased (litres)",Litres,0.0
2020,Canada,Salt mining [212393],"Gasoline - motor, quantity purchased (litres)",Litres,
2020,Canada,Salt mining [212393],"Kerosene, quantity purchased (litres)",Litres,0.0
2020,Canada,Salt mining [212393],"Diesel fuel, quantity purchased (litres)",Litres,
2020,Canada,Salt mining [212393],"Light Fuel Oil, quantity purchased (litres)",Litres,
2020,Canada,Salt mining [212393],"Heavy Fuel Oil, quantity purchased (litres)",Litres,0.0
2020,Canada,Salt mining [212393],"Propane, quantity purchased (litres)",Litres,
2020,Canada,Salt mining [212393],"Butane, quantity purchased (litres)",Litres,0.0
2020,Canada,Salt mining [212393],"Electricity, quantity purchased (kilowatt-hour)",Kilowatt-hours,184252436.0
2020,Canada,Salt mining [212393],"Steam, quantity purchased (gigajoules)",Gigajoules,0.0
2020,Canada,Salt mining [212393],"Wood, quantity purchased (metric tonnes)",Metric tonnes,0.0
2020,Canada,Salt mining [212393],"Water, quantity purchased (litres)",Litres,37449103.0
2020,Canada,Gypsum mining [212395],"Coal, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Gypsum mining [212395],"Petroleum coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Gypsum mining [212395],"Coke, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Gypsum mining [212395],"Natural gas, quantity purchased (cubic metres)",Cubic metres,0.0
2020,Canada,Gypsum mining [212395],"Gasoline - aviation, quantity purchased (litres)",Litres,0.0
2020,Canada,Gypsum mining [212395],"Gasoline - motor, quantity purchased (litres)",Litres,0.0
2020,Canada,Gypsum mining [212395],"Kerosene, quantity purchased (litres)",Litres,0.0
2020,Canada,Gypsum mining [212395],"Diesel fuel, quantity purchased (litres)",Litres,
2020,Canada,Gypsum mining [212395],"Light Fuel Oil, quantity purchased (litres)",Litres,0.0
2020,Canada,Gypsum mining [212395],"Heavy Fuel Oil, quantity purchased (litres)",Litres,0.0
2020,Canada,Gypsum mining [212395],"Propane, quantity purchased (litres)",Litres,0.0
2020,Canada,Gypsum mining [212395],"Butane, quantity purchased (litres)",Litres,0.0
2020,Canada,Gypsum mining [212395],"Electricity, quantity purchased (kilowatt-hour)",Kilowatt-hours,
2020,Canada,Gypsum mining [212395],"Steam, quantity purchased (gigajoules)",Gigajoules,0.0
2020,Canada,Gypsum mining [212395],"Wood, quantity purchased (metric tonnes)",Metric tonnes,0.0
2020,Canada,Gypsum mining [212395],"Water, quantity purchased (litres)",Litres,0.0
2020,Canada,Potash mining [212396],"Coal, quantity purchased (tonnes)",Tonnes,0.0
2020,Canada,Potash mining [212396],"Petroleum coke, quantity purchased (tonnes)",Tonnes,0.0
