Source,Country,Type,Prod_kt_2022,Prod_kt_est_2023,Prod_notes,Reserves_kt,Reserves_notes
MCS2024,United States,"Mine production, dimension stone",2380,2300,,NA,"Adequate, except for certain special types and local shortages."
MCS2024,Other countries,"Mine production, dimension stone",NA,NA,,NA,
MCS2024,World total,"Mine production, dimension stone",NA,NA,,NA,
