Source,Country,Type,Prod_kt_2022,Prod_kt_est_2023,Prod_notes,Reserves_kt,Reserves_notes
MCS2024,United States,"Soda ash, natural, mine production",11300,11000,,23000000,"From trona, nahcolite, and dawsonite deposits."
MCS2024,Botswana,"Soda ash, natural, mine production",285,270,,16000,Reserves for Botswana and Turkey were revised based on Government reports.
MCS2024,Ethiopia,"Soda ash, natural, mine production",18,20,Also estimated in 2022,400000,
MCS2024,Kenya,"Soda ash, natural, mine production",280,280,Also estimated in 2022,7000,
MCS2024,Turkey,"Soda ash, natural, mine production",11500,11000,Also estimated in 2022,840000,Reserves for Botswana and Turkey were revised based on Government reports.
MCS2024,Other countries8,"Soda ash, natural, mine production",      NA,      NA,"China is estimated to produce natural trona but because the majority of soda ash production is synthetic, China’s production is included in “World total, synthetic.”",280000,
MCS2024,"World total, natural","Soda ash, natural, mine production",23400,23000,,25000000,
MCS2024,"World total, synthetic","Soda ash, Synthetic",42100,42000,,             XX,
MCS2024,"World total, natural and synthetic","Soda ash, total natural and synthetic",65500,65000,,XX,
