iso3_country,sector,subsector,lat,lon,geometry_ref,relationship,company_name,company_id,percent_interest_company,start_date,end_date,created_date,modified_date,source_name,source_id
ARG,mineral-extraction,iron-mining,-41.67488,-65.369023,trace_-65.369023_-41.67488,owner,China Metallurgical Group Corp.,5685,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Sierra Grande Mine,3589032
AUS,mineral-extraction,iron-mining,-21.146121,119.105658,trace_119.105658_-21.146121,owner,Atlas Iron Ltd.,515,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Abydos Mine,3589033
AUS,mineral-extraction,iron-mining,-22.923369,118.949384,trace_118.949384_-22.923369,operator,BHP Billiton Minerals Pty. Ltd.,395,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Area C Mine,3589034
AUS,mineral-extraction,iron-mining,-22.923369,118.949384,trace_118.949384_-22.923369,owner,BHP Group Ltd.,8,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Area C Mine,3589034
AUS,mineral-extraction,iron-mining,-22.678896,117.46565,trace_117.46565_-22.678896,owner,Rio Tinto PLC,3,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,B1 Mine,3589035
AUS,mineral-extraction,iron-mining,-29.149215,116.820824,trace_116.820824_-29.149215,owner,Sinosteel Corp.,693,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Blue Hills Mine,3589036
AUS,mineral-extraction,iron-mining,-22.434706,117.370166,trace_117.370166_-22.434706,operator,Hamersley Iron Pty. Ltd.,72,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Brockman 2 Mine,3589037
AUS,mineral-extraction,iron-mining,-22.434706,117.370166,trace_117.370166_-22.434706,owner,Rio Tinto PLC,3,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Brockman 2 Mine,3589037
AUS,mineral-extraction,iron-mining,-22.59731,117.172012,trace_117.172012_-22.59731,operator,Hamersley Iron Pty. Ltd.,72,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Brockman 4 Mine,3589038
AUS,mineral-extraction,iron-mining,-22.59731,117.172012,trace_117.172012_-22.59731,owner,Rio Tinto PLC,3,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Brockman 4 Mine,3589038
AUS,mineral-extraction,iron-mining,-29.298225,135.118865,trace_135.118865_-29.298225,owner,Cu-River Mining Pty. Ltd.,4228,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Cairn Hill Mine,3589039
AUS,mineral-extraction,iron-mining,-30.810038,120.301386,trace_120.301386_-30.810038,owner,Mineral Resources Ltd.,181,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Carina Mine,3589040
AUS,mineral-extraction,iron-mining,-23.303571,117.774262,trace_117.774262_-23.303571,operator,Hamersley Iron Pty. Ltd.,72,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Channar Mine,3589041
AUS,mineral-extraction,iron-mining,-23.303571,117.774262,trace_117.774262_-23.303571,owner,Rio Tinto PLC,3,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Channar Mine,3589041
AUS,mineral-extraction,iron-mining,-22.375203,119.752315,trace_119.752315_-22.375203,operator,Chichester Metals Ltd.,2515,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Christmas Creek Mine,3589042
AUS,mineral-extraction,iron-mining,-22.375203,119.752315,trace_119.752315_-22.375203,owner,Fortescue Metals Group Ltd.,209,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Christmas Creek Mine,3589042
AUS,mineral-extraction,iron-mining,-22.326873,119.371418,trace_119.371418_-22.326873,operator,Chichester Metals Ltd.,2515,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Cloudbreak Mine,3589043
AUS,mineral-extraction,iron-mining,-22.326873,119.371418,trace_119.371418_-22.326873,owner,Fortescue Metals Group Ltd.,209,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Cloudbreak Mine,3589043
