iso3_country,sector,subsector,lat,lon,geometry_ref,relationship,company_name,company_id,percent_interest_company,start_date,end_date,created_date,modified_date,source_name,source_id
BRA,mineral-extraction,bauxite-mining,-1.676376,-56.450463,trace_-56.450463_-1.676376,owner,Glencore PLC,7,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Mineracao Rio do Norte Operation,3674843
BRA,mineral-extraction,bauxite-mining,-21.059117,-42.570551,trace_-42.570551_-21.059117,operator,Companhia Brasileira de Alumínio S.A.,540,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Mirai Mine,3674844
BRA,mineral-extraction,bauxite-mining,-21.856718,-46.580276,trace_-46.580276_-21.856718,owner,Alcoa Corp.,347,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,PDC Alcoa Mine,3674846
BRA,mineral-extraction,bauxite-mining,-3.252055,-47.72868,trace_-47.72868_-3.252055,operator,Mineracao Paragominas S.A.,7779,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Paragominas Mine,3674845
BRA,mineral-extraction,bauxite-mining,-3.252055,-47.72868,trace_-47.72868_-3.252055,owner,Norsk Hydro ASA,8039,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Paragominas Mine,3674845
BRA,mineral-extraction,bauxite-mining,-21.888862,-46.632039,trace_-46.632039_-21.888862,owner,Companhia Brasileira de Alumínio S.A.,540,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Pocos de Caldas Mine,3674847
CHN,mineral-extraction,bauxite-mining,38.481639,111.221423,trace_111.221423_38.481639,owner,Huaxing Aluminum Co. Ltd.,6127,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Aojiawan Mine,3674849
CHN,mineral-extraction,bauxite-mining,34.461654,113.264855,trace_113.264855_34.461654,owner,Aluminium Corporation of China Ltd.,14,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Dengfeng Mine,3674852
CHN,mineral-extraction,bauxite-mining,23.539393,107.664788,trace_107.664788_23.539393,owner,Shanxi Jiaomei Group,8119,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Jiaomei Mine,3674854
CHN,mineral-extraction,bauxite-mining,26.659754,106.376943,trace_106.376943_26.659754,owner,Aluminium Corporation of China Ltd.,14,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Lindai Mine,3674857
CHN,mineral-extraction,bauxite-mining,26.618909,106.395545,trace_106.395545_26.618909,owner,Aluminium Corporation of China Ltd.,14,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Maiba Mine,3674858
CHN,mineral-extraction,bauxite-mining,26.96667,104.50833,trace_104.50833_26.96667,owner,Aluminium Corporation of China Ltd.,14,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Maochang Mine,3674859
CHN,mineral-extraction,bauxite-mining,34.813923,111.611261,trace_111.611261_34.813923,owner,Aluminium Corporation of China Ltd.,14,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Mianchi Mine,3674860
CHN,mineral-extraction,bauxite-mining,23.416848,107.467499,trace_107.467499_23.416848,owner,Aluminium Corporation of China Ltd.,14,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Nadou Mine,3674861
CHN,mineral-extraction,bauxite-mining,36.723934,118.099202,trace_118.099202_36.723934,operator,Shandong Aluminium Co. Ltd.,6806,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Shandong Mine,3674862
CHN,mineral-extraction,bauxite-mining,36.723934,118.099202,trace_118.099202_36.723934,owner,Aluminium Corporation of China Ltd.,14,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Shandong Mine,3674862
CHN,mineral-extraction,bauxite-mining,23.40797,107.61326,trace_107.61326_23.40797,owner,Aluminium Corporation of China Ltd.,14,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Taiping Mine,3674863
CHN,mineral-extraction,bauxite-mining,37.178206,111.55105,trace_111.55105_37.178206,owner,Aluminium Corporation of China Ltd.,14,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Xiangwang Mine,3674865
CHN,mineral-extraction,bauxite-mining,34.707866,113.077109,trace_113.077109_34.707866,owner,Aluminium Corporation of China Ltd.,14,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Xiaoguan Mine,3674866
CHN,mineral-extraction,bauxite-mining,37.109213,111.473182,trace_111.473182_37.109213,owner,Aluminium Corporation of China Ltd.,14,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Xiaoyi-Shaoy Mine,3674868
CHN,mineral-extraction,bauxite-mining,37.189684,111.524626,trace_111.524626_37.189684,owner,Aluminium Corporation of China Ltd.,14,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Xiaoyi-Xingan Mine,3674869
CHN,mineral-extraction,bauxite-mining,34.591649,113.431452,trace_113.431452_34.591649,owner,Aluminium Corporation of China Ltd.,14,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Xinmi Mine,3674871
CHN,mineral-extraction,bauxite-mining,36.966497,111.240715,trace_111.240715_36.966497,owner,Aluminium Corporation of China Ltd.,14,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Xishan Mine,3674872
CHN,mineral-extraction,bauxite-mining,35.264165,113.15016,trace_113.15016_35.264165,owner,Aluminium Corporation of China Ltd.,14,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Yangwa Mine,3674873
CHN,mineral-extraction,bauxite-mining,34.865716,112.094154,trace_112.094154_34.865716,operator,Chalco Mining Co. Ltd.,8062,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Yushan Mine,3674874
CHN,mineral-extraction,bauxite-mining,34.865716,112.094154,trace_112.094154_34.865716,owner,Aluminium Corporation of China Ltd.,14,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Yushan Mine,3674874
GHA,mineral-extraction,bauxite-mining,6.235453,-2.284068,trace_-2.284068_6.235453,owner,Ghana Bauxite Co. Ltd.,4788,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Awaso Mine,3674875
GIN,mineral-extraction,bauxite-mining,10.369991,-14.348559,trace_-14.348559_10.369991,owner,Alufer Mining Ltd.,6579,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Bel Air Mine,3674876
GIN,mineral-extraction,bauxite-mining,10.339651,-13.889564,trace_-13.889564_10.339651,owner,Aluminium Corporation of China Ltd.,14,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Boffa Mine,3674877
GIN,mineral-extraction,bauxite-mining,10.895396,-14.225382,trace_-14.225382_10.895396,owner,Compagnie des Bauxites de Guinea S.A.,958,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Boke Mine,3674878
GIN,mineral-extraction,bauxite-mining,11.218635,-14.424167,trace_-14.424167_11.218635,owner,SMB-Winning Consortium,100001012605,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Dabiss Mine,3674879
GIN,mineral-extraction,bauxite-mining,11.034177,-14.115898,trace_-14.115898_11.034177,owner,United Company RUSAL PJSC,108,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Dian-Dian Mine,3674880
GIN,mineral-extraction,bauxite-mining,10.428077,-13.603378,trace_-13.603378_10.428077,owner,United Company RUSAL PJSC,108,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Friguia Mine,3674881
GIN,mineral-extraction,bauxite-mining,10.447144,-12.610246,trace_-12.610246_10.447144,owner,MetalCorp Group,100001012607,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Garafiri Mine,3674882
GIN,mineral-extraction,bauxite-mining,11.002306,-14.322764,trace_-14.322764_11.002306,owner,SMB-Winning Consortium,100001012605,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Kaboe Mine,3674883
GIN,mineral-extraction,bauxite-mining,9.885447,-13.127949,trace_-13.127949_9.885447,owner,United Company RUSAL PJSC,108,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Kindia Mine,3674884
GIN,mineral-extraction,bauxite-mining,10.719171,-14.17733,trace_-14.17733_10.719171,owner,SMB-Winning Consortium,100001012605,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Malapouya Mine,3674885
GIN,mineral-extraction,bauxite-mining,11.085064,-13.793999,trace_-13.793999_11.085064,owner,Compagnie des Bauxites de Guinea S.A.,958,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Sangaredi Mine,3674886
GIN,mineral-extraction,bauxite-mining,11.0081,-13.681362,trace_-13.681362_11.0081,owner,SMB-Winning Consortium,100001012605,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Santou-Houda Mine,3674887
GIN,mineral-extraction,bauxite-mining,11.101832,-13.991253,trace_-13.991253_11.101832,owner,Guinea Aluminium Corporation S.A.,4515,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Tinguilica Mine,3674888
GUY,mineral-extraction,bauxite-mining,5.370704,-58.045044,trace_-58.045044_5.370704,operator,Bauxite Company of Guyana Inc.,6005,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Aroaima Mine,3674889
GUY,mineral-extraction,bauxite-mining,5.370704,-58.045044,trace_-58.045044_5.370704,owner,United Company RUSAL PJSC,108,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Aroaima Mine,3674889
GUY,mineral-extraction,bauxite-mining,6.418309,-58.470257,trace_-58.470257_6.418309,owner,Guyana Industrial Minerals Inc.,6599,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Bonasika Mine,3674890
GUY,mineral-extraction,bauxite-mining,5.930071,-58.280505,trace_-58.280505_5.930071,operator,Bosai Minerals Group (Guyana) Inc.,7360,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Omai Mine,3674891
GUY,mineral-extraction,bauxite-mining,5.930071,-58.280505,trace_-58.280505_5.930071,owner,Bosai Minerals Group Co. Ltd.,5352,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Omai Mine,3674891
HUN,mineral-extraction,bauxite-mining,47.033008,17.514095,trace_17.514095_47.033008,owner,Magyar Alumínium Termelő és Kereskedelmi (Mal) Zrt.,3599,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Halimba Mine,3674892
IDN,mineral-extraction,bauxite-mining,-2.267726,110.679581,trace_110.679581_-2.267726,owner,PT Harmoni Panca Utama Mining,7672,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Air Upas Mine,3674893
IDN,mineral-extraction,bauxite-mining,-1.452571,110.180203,trace_110.180203_-1.452571,owner,PT Laman Mining,4539,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Bentawak Mine,3674894
IDN,mineral-extraction,bauxite-mining,0.953307,104.632568,trace_104.632568_0.953307,owner,PT Bintan Alumina Indonesia,100000120999,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Galang Batang Mine,25487588
IDN,mineral-extraction,bauxite-mining,-2.391357,110.217376,trace_110.217376_-2.391357,owner,Harita Group,100000120543,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Kendawangan Mine,25487589
IDN,mineral-extraction,bauxite-mining,-2.269784,112.684377,trace_112.684377_-2.269784,owner,PT Silvasari Bauksit,3968,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Kenyala Mine,3674898
IDN,mineral-extraction,bauxite-mining,0.154039,109.878342,trace_109.878342_0.154039,owner,PT Mekko Metal Mining,925,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Ngabang Mine,3674901
IDN,mineral-extraction,bauxite-mining,-2.019862,112.781612,trace_112.781612_-2.019862,owner,PT Parenggean Makmur Sejahtera,3994,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Parenggean Mine,3674902
IDN,mineral-extraction,bauxite-mining,-0.102398,109.964896,trace_109.964896_-0.102398,owner,PT Mekko Metal Mining,925,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Sansat Mine,3674903
IDN,mineral-extraction,bauxite-mining,-2.134004,112.985444,trace_112.985444_-2.134004,owner,PT Duta Borneo Pratama,4872,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Sudan Mine,3674905
IDN,mineral-extraction,bauxite-mining,-0.063916,110.146684,trace_110.146684_-0.063916,owner,PT Antam BK,2153,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Tayan Mine,3674906
IDN,mineral-extraction,bauxite-mining,1.015664,104.462855,trace_104.462855_1.015664,owner,PT Antam BK,2153,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Tembeling Mine,3674907
IND,mineral-extraction,bauxite-mining,23.333158,84.261237,trace_84.261237_23.333158,owner,Hindalco Industries Ltd.,11,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Amtipani Mine,3674909
IND,mineral-extraction,bauxite-mining,24.283362,81.239889,trace_81.239889_24.283362,owner,Shri Krishna Das Tikaram,455,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Argat Mine,3674910
IND,mineral-extraction,bauxite-mining,11.316625,78.387328,trace_78.387328_11.316625,owner,Vedanta Resources PLC,136,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Ariyurnadu Mine,3674911
IND,mineral-extraction,bauxite-mining,22.183185,69.27832,trace_69.27832_22.183185,owner,Bombay Minerals Ltd.,2700,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Asota-Mewasa Mine,3674912
IND,mineral-extraction,bauxite-mining,22.222733,69.318451,trace_69.318451_22.222733,owner,Orient Ceratech Ltd.,106,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Avariyar-II Mine,3674913
IND,mineral-extraction,bauxite-mining,18.016995,73.049746,trace_73.049746_18.016995,owner,Alatge Stone Crushing Industries,100001012615,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Bagmandala Mine,3674915
IND,mineral-extraction,bauxite-mining,23.488197,84.597296,trace_84.597296_23.488197,owner,Hindalco Industries Ltd.,11,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Bagru-Bhusar Mine,3674916
IND,mineral-extraction,bauxite-mining,23.355734,84.274544,trace_84.274544_23.355734,owner,V.H. Pathak,4289,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Bahagara Mine,3674917
IND,mineral-extraction,bauxite-mining,19.347145,82.970139,trace_82.970139_19.347145,operator,Utkal Alumina International Ltd.,5009,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Baphlimali Mine,3674918
IND,mineral-extraction,bauxite-mining,19.347145,82.970139,trace_82.970139_19.347145,owner,Hindalco Industries Ltd.,11,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Baphlimali Mine,3674918
IND,mineral-extraction,bauxite-mining,24.870682,80.945361,trace_80.945361_24.870682,owner,Kunjilal Ishwari Prasad Agrawal,806,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Barui Mine,3674919
IND,mineral-extraction,bauxite-mining,24.357988,81.401407,trace_81.401407_24.357988,owner,Shri Krishna Das Tikaram,455,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Beerpur Mine,3674920
IND,mineral-extraction,bauxite-mining,15.922834,74.128059,trace_74.128059_15.922834,owner,Hindalco Industries Ltd.,11,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Bhogoli-Pilani Mine,3674921
IND,mineral-extraction,bauxite-mining,22.118644,69.324568,trace_69.324568_22.118644,owner,Bauxite Mining Industries (India) Pvt. Ltd.,4920,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Bhopalka Mine,3674922
IND,mineral-extraction,bauxite-mining,23.285382,84.421041,trace_84.421041_23.285382,operator,Hindalco Industries Ltd.,11,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Bimarla Mine,3674923
IND,mineral-extraction,bauxite-mining,23.285382,84.421041,trace_84.421041_23.285382,owner,Minerals & Minerals Ltd.,2168,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Bimarla Mine,3674923
IND,mineral-extraction,bauxite-mining,22.447546,81.188607,trace_81.188607_22.447546,operator,Bharat Aluminum Co. Ltd.,257,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Bodai-Daldali Mine,3674924
IND,mineral-extraction,bauxite-mining,22.447546,81.188607,trace_81.188607_22.447546,owner,Vedanta Resources PLC,136,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Bodai-Daldali Mine,3674924
IND,mineral-extraction,bauxite-mining,22.834809,81.625283,trace_81.625283_22.834809,operator,Katni Bauxite Pvt. Ltd.,4553,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Chachandih Mine,3674925
IND,mineral-extraction,bauxite-mining,22.834809,81.625283,trace_81.625283_22.834809,owner,M.P. State Mining Corporation Ltd.,4530,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Chachandih Mine,3674925
IND,mineral-extraction,bauxite-mining,23.617731,80.205846,trace_80.205846_23.617731,owner,Katni Minerals Pvt. Ltd.,3668,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Chhapra Mine,3674926
IND,mineral-extraction,bauxite-mining,20.907738,71.224795,trace_71.224795_20.907738,owner,Shri Pratap Singh Abhalbhai Mori,4646,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Chhelana Mine,3674927
IND,mineral-extraction,bauxite-mining,23.483916,83.991815,trace_83.991815_23.483916,owner,Hindalco Industries Ltd.,11,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Chiro-Kukud Mine,3674928
IND,mineral-extraction,bauxite-mining,23.310296,84.291936,trace_84.291936_23.310296,owner,Minerals & Minerals Ltd.,2168,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Chirodih Mine,3674929
IND,mineral-extraction,bauxite-mining,24.856183,81.119939,trace_81.119939_24.856183,owner,Shri Jagdish Dhaneria,3506,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Chitti Mine,3674930
IND,mineral-extraction,bauxite-mining,23.345231,69.077179,trace_69.077179_23.345231,owner,Gujarat Mineral Development Corporation Ltd.,212,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Daban-Wamoti Mine,3674931
IND,mineral-extraction,bauxite-mining,22.777002,73.131079,trace_73.131079_22.777002,owner,Janak Kumar Kantilal Sadhu,5722,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Dakor Mine,3674932
IND,mineral-extraction,bauxite-mining,18.143245,73.012793,trace_73.012793_18.143245,owner,Bharatesh Construction Co.,2091,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-10-11 00:00:00,2024-10-22 21:58:44.642669,Dandguri Mine,3674933
