iso3_country,sector,subsector,lat,lon,geometry_ref,relationship,company_name,company_id,percent_interest_company,start_date,end_date,created_date,modified_date,source_name,source_id
ALB,mineral-extraction,copper-mining,42.056012,20.081305,trace_20.081305_42.056012,owner,Beralb Sh.A.,552,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Lak Roshi Mine,25486430
ALB,mineral-extraction,copper-mining,41.97859,20.062479,trace_20.062479_41.97859,owner,Beralb Sh.A.,552,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Munella Mine,25486431
ALB,mineral-extraction,copper-mining,42.012853,20.077804,trace_20.077804_42.012853,owner,Beralb Sh.A.,552,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Qafe Bari Mine,1753971
ALB,mineral-extraction,copper-mining,41.901686,20.047484,trace_20.047484_41.901686,owner,Tete Albania Tunnel & Mining Sh.A.,5566,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Spac Mine,1753972
ARG,mineral-extraction,copper-mining,-27.317779,-66.596215,trace_-66.596215_-27.317779,owner,Pan American Silver Corp.,210,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Alumbrera Mine,1753973
ARG,mineral-extraction,copper-mining,-25.083149,-67.779393,trace_-67.779393_-25.083149,operator,Mansfield Minera S.A.,7851,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Lindero Mine,1753974
ARG,mineral-extraction,copper-mining,-25.083149,-67.779393,trace_-67.779393_-25.083149,owner,Fortuna Silver Mines Inc.,4318,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Lindero Mine,1753974
ARM,mineral-extraction,copper-mining,38.914977,46.184626,trace_46.184626_38.914977,owner,GeoProMining Ltd.,3913,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Agarak Mine,1753976
ARM,mineral-extraction,copper-mining,39.144491,46.139239,trace_46.139239_39.144491,operator,Zangezur Copper-Molybdenum Combine JSC,3687,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Kajaran Mine,1753977
ARM,mineral-extraction,copper-mining,39.206026,46.432622,trace_46.432622_39.206026,owner,Gold Mining Co. LLC,7457,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Kapan Mine,1753978
ARM,mineral-extraction,copper-mining,41.087026,44.841911,trace_44.841911_41.087026,owner,Vallex Group,100001013163,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Teghut Mine,1753979
AUS,mineral-extraction,copper-mining,-29.723099,135.578769,trace_135.578769_-29.723099,owner,BHP Group Ltd.,8,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Ankata Mine,1753980
AUS,mineral-extraction,copper-mining,-20.255397,139.114318,trace_139.114318_-20.255397,owner,Austral Resources Australia Ltd.,3998,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Anthill Mine,1753981
AUS,mineral-extraction,copper-mining,-18.770804,144.712136,trace_144.712136_-18.770804,operator,Aurora Metals Ltd.,259,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Balcooma Mine,1753982
AUS,mineral-extraction,copper-mining,-18.770804,144.712136,trace_144.712136_-18.770804,owner,Lachlan Resources NL,7962,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Balcooma Mine,1753982
AUS,mineral-extraction,copper-mining,-32.753965,116.355515,trace_116.355515_-32.753965,owner,Newmont Corp.,626,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Boddington Mine,1753983
AUS,mineral-extraction,copper-mining,-31.953448,141.489051,trace_141.489051_-31.953448,owner,Shenzhen Zhongjin Lingnan Nonfemet Co. Ltd.,2106,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Broken Hill Operation,1753984
AUS,mineral-extraction,copper-mining,-31.408831,145.80091,trace_145.80091_-31.408831,operator,Cobar Management Pty. Ltd.,8158,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,CSA Mine,25486449
AUS,mineral-extraction,copper-mining,-31.408831,145.80091,trace_145.80091_-31.408831,owner,Metal Acquisition Corp.,8002,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,CSA Mine,25486449
AUS,mineral-extraction,copper-mining,-33.469173,148.997415,trace_148.997415_-33.469173,operator,Cadia Holdings Pty. Ltd.,5154,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Cadia Valley Operation,1753985
AUS,mineral-extraction,copper-mining,-33.469173,148.997415,trace_148.997415_-33.469173,owner,Newcrest Mining Ltd.,602,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Cadia Valley Operation,1753985
AUS,mineral-extraction,copper-mining,-19.692055,139.365234,trace_139.365234_-19.692055,owner,29Metals Ltd.,826,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Capricorn Mine,1753986
AUS,mineral-extraction,copper-mining,-31.248309,137.484845,trace_137.484845_-31.248309,owner,BHP Group Ltd.,8,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Carrapateena Mine,1753987
AUS,mineral-extraction,copper-mining,-25.538392,119.322244,trace_119.322244_-25.538392,owner,Sandfire Resources Ltd.,576,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,DeGrussa Operation,1753990
AUS,mineral-extraction,copper-mining,-28.662919,116.373818,trace_116.373818_-28.662919,owner,Silver Lake Resources Ltd.,8132,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Deflector Operation,1753989
AUS,mineral-extraction,copper-mining,-18.785454,144.696205,trace_144.696205_-18.785454,owner,Aurora Metals Ltd.,259,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Dry River South Mine,25486452
AUS,mineral-extraction,copper-mining,-20.249033,140.156439,trace_140.156439_-20.249033,owner,MMG Ltd.,262,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Dugald River Mine,25486453
AUS,mineral-extraction,copper-mining,-20.954676,140.980229,trace_140.980229_-20.954676,owner,AIC Mines Ltd.,3643,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Eloise Mine,1753993
AUS,mineral-extraction,copper-mining,-20.439331,140.72374,trace_140.72374_-20.439331,operator,Ernest Henry Mining Pty. Ltd.,4185,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Ernest Henry Mine,1753994
AUS,mineral-extraction,copper-mining,-20.439331,140.72374,trace_140.72374_-20.439331,owner,Evolution Mining Ltd.,5368,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Ernest Henry Mine,1753994
AUS,mineral-extraction,copper-mining,-28.744488,116.944726,trace_116.944726_-28.744488,operator,Golden Grove Operations Pty. Ltd.,7314,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Golden Grove Mine,1753995
AUS,mineral-extraction,copper-mining,-28.744488,116.944726,trace_116.944726_-28.744488,owner,29Metals Ltd.,826,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Golden Grove Mine,1753995
AUS,mineral-extraction,copper-mining,-41.578437,145.725572,trace_145.725572_-41.578437,owner,NQ Minerals PLC,5793,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Hellyer Mine,1753996
AUS,mineral-extraction,copper-mining,-32.114626,146.331968,trace_146.331968_-32.114626,operator,Hera Resources Pty. Ltd.,6925,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Hera Mine,1753997
AUS,mineral-extraction,copper-mining,-32.114626,146.331968,trace_146.331968_-32.114626,owner,Aurelia Metals Ltd.,1621,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Hera Mine,1753997
AUS,mineral-extraction,copper-mining,-28.430572,121.141006,trace_121.141006_-28.430572,operator,Round Oak Minerals Pty. Ltd.,5378,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Jaguar Mine,1753998
AUS,mineral-extraction,copper-mining,-28.430572,121.141006,trace_121.141006_-28.430572,owner,Aeris Resources Ltd.,360,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Jaguar Mine,1753998
AUS,mineral-extraction,copper-mining,-35.091829,139.005875,trace_139.005875_-35.091829,operator,Hillgrove Copper Pty. Ltd.,7219,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Kanmantoo Mine,1753999
AUS,mineral-extraction,copper-mining,-35.091829,139.005875,trace_139.005875_-35.091829,owner,Hillgrove Resources Ltd.,4986,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Kanmantoo Mine,1753999
AUS,mineral-extraction,copper-mining,-31.50438,121.835363,trace_121.835363_-31.50438,owner,Tembo Capital Group,5941,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Lanfranchi Mine,1754000
AUS,mineral-extraction,copper-mining,-31.221874,146.847067,trace_146.847067_-31.221874,owner,Aeris Resources Ltd.,360,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Larsens/Hartmans/North East Mine,1754001
AUS,mineral-extraction,copper-mining,-29.718778,135.577234,trace_135.577234_-29.718778,owner,BHP Group Ltd.,8,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Malu Mine,1754002
AUS,mineral-extraction,copper-mining,-20.26859,147.570405,trace_147.570405_-20.26859,owner,Navarre Minerals Ltd.,5345,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Mount Carlton Mine,1754003
AUS,mineral-extraction,copper-mining,-20.77794,140.0478,trace_140.0478_-20.77794,owner,Aeris Resources Ltd.,360,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Mount Colin Mine,1754004
AUS,mineral-extraction,copper-mining,-17.682318,145.110204,trace_145.110204_-17.682318,operator,Aurora Metals Ltd.,259,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Mount Garnet Mine,1754005
AUS,mineral-extraction,copper-mining,-20.722612,139.477051,trace_139.477051_-20.722612,owner,Glencore PLC,7,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Mount Isa Operation,1754006
AUS,mineral-extraction,copper-mining,-42.060363,145.584754,trace_145.584754_-42.060363,operator,Copper Mines of Tasmania Pty. Ltd.,4334,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Mount Lyell Mine,1754007
AUS,mineral-extraction,copper-mining,-42.060363,145.584754,trace_145.584754_-42.060363,owner,Vedanta Resources Ltd.​,28,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Mount Lyell Mine,1754007
AUS,mineral-extraction,copper-mining,-17.120359,144.402946,trace_144.402946_-17.120359,owner,Aurora Metals Ltd.,259,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Mungana Mine,1754008
AUS,mineral-extraction,copper-mining,-21.654823,121.575512,trace_121.575512_-21.654823,operator,Nifty Copper Pty. Ltd.,4355,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Nifty Mine,1754009
AUS,mineral-extraction,copper-mining,-21.654823,121.575512,trace_121.575512_-21.654823,owner,Cyprium Metals Ltd.,6705,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Nifty Mine,1754009
AUS,mineral-extraction,copper-mining,-31.177638,121.678753,trace_121.678753_-31.177638,owner,Wyloo Metals Pty. Ltd.,7515,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Northern Operations,1754010
AUS,mineral-extraction,copper-mining,-32.915411,148.052171,trace_148.052171_-32.915411,operator,CMOC Mining Pty. Ltd.,3039,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Northparkes Mine,1754011
AUS,mineral-extraction,copper-mining,-32.915411,148.052171,trace_148.052171_-32.915411,owner,CMOC Group Ltd.,824,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Northparkes Mine,1754011
AUS,mineral-extraction,copper-mining,-31.81068,123.172453,trace_123.172453_-31.81068,owner,IGO Ltd.,5499,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Nova Mine,1754012
AUS,mineral-extraction,copper-mining,-30.446151,136.869194,trace_136.869194_-30.446151,operator,BHP Billiton Olympic Dam Corporation Pty. Ltd.,6625,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Olympic Dam Mine,1754013
AUS,mineral-extraction,copper-mining,-30.446151,136.869194,trace_136.869194_-30.446151,owner,BHP Group Ltd.,8,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Olympic Dam Mine,1754013
AUS,mineral-extraction,copper-mining,-31.564875,145.876788,trace_145.876788_-31.564875,owner,Aurelia Metals Ltd.,1621,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Peak Mine,1754014
AUS,mineral-extraction,copper-mining,-31.259741,140.294365,trace_140.294365_-31.259741,owner,Benagerie Gold and Copper Pty. Ltd.,5923,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Portia Mine,1754015
AUS,mineral-extraction,copper-mining,-41.7945,145.443288,trace_145.443288_-41.7945,operator,Bluestone Mines Tasmania Joint Venture Pty. Ltd.,5870,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Renison Mine,1754016
AUS,mineral-extraction,copper-mining,-41.7945,145.443288,trace_145.443288_-41.7945,owner,Metals X Ltd.,3227,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Renison Mine,1754016
AUS,mineral-extraction,copper-mining,-20.672853,140.366974,trace_140.366974_-20.672853,operator,Copper Resources Australia Pty. Ltd.,6830,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Rocklands Mine,1754017
AUS,mineral-extraction,copper-mining,-41.775349,145.53924,trace_145.53924_-41.775349,owner,MMG Ltd.,262,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Rosebery Mine,1754018
AUS,mineral-extraction,copper-mining,-17.350955,128.025524,trace_128.025524_-17.350955,owner,Panoramic Resources Ltd.,7029,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Savannah Mine,1754019
AUS,mineral-extraction,copper-mining,-18.780764,144.694427,trace_144.694427_-18.780764,owner,Aurora Metals Ltd.,259,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Surveyor Mine,1754020
AUS,mineral-extraction,copper-mining,-21.717994,122.195401,trace_122.195401_-21.717994,owner,Newcrest Mining Ltd.,602,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Telfer Operation,1754021
AUS,mineral-extraction,copper-mining,-20.338206,145.771392,trace_145.771392_-20.338206,owner,Red River Resources Ltd.,3057,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Thalanga Operation,1754022
AUS,mineral-extraction,copper-mining,-31.257971,146.872871,trace_146.872871_-31.257971,operator,Tritton Resources Pty. Ltd.,7080,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Tritton Operation,1754023
AUS,mineral-extraction,copper-mining,-31.257971,146.872871,trace_146.872871_-31.257971,owner,Aeris Resources Ltd.,360,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Tritton Operation,1754023
AUS,mineral-extraction,copper-mining,-29.101963,117.005118,trace_117.005118_-29.101963,owner,TNT Mines Ltd.,4282,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Warriedar Mine,1754024
AUS,mineral-extraction,copper-mining,-21.080681,116.925148,trace_116.925148_-21.080681,owner,Fox Resources Ltd.,7113,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Whundo Mine,1754025
AUS,mineral-extraction,copper-mining,-35.062705,149.571022,trace_149.571022_-35.062705,owner,Develop Global Ltd.,6001,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Woodlawn Mine,1754026
AZE,mineral-extraction,copper-mining,40.588113,45.783057,trace_45.783057_40.588113,owner,Anglo Asian Mining PLC,8098,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Gedabek Mine,1754027
BGR,mineral-extraction,copper-mining,42.695128,24.073778,trace_24.073778_42.695128,operator,Dundee Precious Metals Chelopech EAD,6815,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Chelopech Mine,1754028
BGR,mineral-extraction,copper-mining,42.695128,24.073778,trace_24.073778_42.695128,owner,Dundee Precious Metals Inc.,1177,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Chelopech Mine,1754028
BOL,mineral-extraction,copper-mining,-17.167156,-68.453363,trace_-68.453363_-17.167156,owner,Corporacion Minera de Bolivia,100001012690,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Coro Coro Mine,1754030
BOL,mineral-extraction,copper-mining,-17.342153,-59.683532,trace_-59.683532_-17.342153,operator,Empresa Minera Paititi S.A.,5606,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Don Mario Mine,1754031
BOL,mineral-extraction,copper-mining,-17.342153,-59.683532,trace_-59.683532_-17.342153,owner,Orvana Minerals Corp.,2142,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Don Mario Mine,1754031
BOL,mineral-extraction,copper-mining,-21.270992,-66.317115,trace_-66.317115_-21.270992,owner,Pan American Silver Corp.,210,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,San Vicente Mine,1754032
BRA,mineral-extraction,copper-mining,-6.24197,-49.752832,trace_-49.752832_-6.24197,owner,BHP Group Ltd.,8,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Antas Mine,1754033
BRA,mineral-extraction,copper-mining,-10.063918,-59.511692,trace_-59.511692_-10.063918,operator,Mineracao Dardanelos Ltda.,7527,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Aripuana Mine,1754034
BRA,mineral-extraction,copper-mining,-10.063918,-59.511692,trace_-59.511692_-10.063918,owner,Nexa Resources S.A.,216,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Aripuana Mine,1754034
BRA,mineral-extraction,copper-mining,-9.870383,-39.871251,trace_-39.871251_-9.870383,operator,Mineracao Caraiba S.A.,3842,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Caraiba Operation,1754035
BRA,mineral-extraction,copper-mining,-9.870383,-39.871251,trace_-39.871251_-9.870383,owner,Ero Copper Corp.,7940,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Caraiba Operation,1754035
BRA,mineral-extraction,copper-mining,-6.083688,-49.648972,trace_-49.648972_-6.083688,owner,North Extracao de Minerio Ltda.,6409,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Celesta Mine,1754036
BRA,mineral-extraction,copper-mining,-14.242481,-49.393779,trace_-49.393779_-14.242481,operator,Mineracao Maraca Industria e Comercio S.A.,8091,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Chapada Mine,1754037
BRA,mineral-extraction,copper-mining,-14.242481,-49.393779,trace_-49.393779_-14.242481,owner,Lundin Mining Corp.,129,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Chapada Mine,1754037
BRA,mineral-extraction,copper-mining,-6.320864,-55.789186,trace_-55.789186_-6.320864,operator,Serabi Mineracao S.A.,4385,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Palito Mine,1754038
BRA,mineral-extraction,copper-mining,-6.320864,-55.789186,trace_-55.789186_-6.320864,owner,Serabi Gold PLC,4248,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Palito Mine,1754038
BRA,mineral-extraction,copper-mining,-6.577824,-50.03789,trace_-50.03789_-6.577824,owner,BHP Group Ltd.,8,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Pedra Branca Mine,1754039
BRA,mineral-extraction,copper-mining,-5.796306,-50.532072,trace_-50.532072_-5.796306,operator,Salobo Metals S.A.,5844,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Salobo Mine,1754040
BRA,mineral-extraction,copper-mining,-5.796306,-50.532072,trace_-50.532072_-5.796306,owner,Vale S.A.,1,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Salobo Mine,1754040
BRA,mineral-extraction,copper-mining,-14.19166,-39.710393,trace_-39.710393_-14.19166,owner,Century Mining S.A.,3135,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Santa Rita Mine,1754041
BRA,mineral-extraction,copper-mining,-9.670332,-36.736257,trace_-36.736257_-9.670332,owner,Mineração Vale Verde S.A.,5868,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Serrote Mine,1754042
BRA,mineral-extraction,copper-mining,-6.4201,-50.065305,trace_-50.065305_-6.4201,operator,Vale S.A.,1,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Sossego Mine,1754043
