iso3_country,sector,subsector,lat,lon,geometry_ref,relationship,company_name,company_id,percent_interest_company,start_date,end_date,created_date,modified_date,source_name,source_id
BWA,mineral-extraction,copper-mining,-20.551927,22.958413,trace_22.958413_-20.551927,owner,Cupric Canyon Capital LLC,4164,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Khoemacau Mine,1754044
BWA,mineral-extraction,copper-mining,-21.327812,22.320358,trace_22.320358_-21.327812,owner,Sandfire Resources Ltd.,576,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Motheo Mine,1754045
BWA,mineral-extraction,copper-mining,-20.50885,26.594763,trace_26.594763_-20.50885,operator,Leboam Holdings Pty. Ltd.,3529,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Mowana Mine,1754046
BWA,mineral-extraction,copper-mining,-20.50885,26.594763,trace_26.594763_-20.50885,owner,Max Power Ltd.,3628,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Mowana Mine,1754046
BWA,mineral-extraction,copper-mining,-21.051371,26.769871,trace_26.769871_-21.051371,owner,Cradle Arc PLC,4464,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Thakadu Mine,1754047
CAN,mineral-extraction,copper-mining,54.775408,-101.879304,trace_-101.879304_54.775408,owner,Hudbay Minerals Inc.,371,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,777 Mine,1754048
CAN,mineral-extraction,copper-mining,54.994393,-126.229872,trace_-126.229872_54.994393,owner,Glencore PLC,7,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Bell Mine,1754049
CAN,mineral-extraction,copper-mining,55.701427,-97.926631,trace_-97.926631_55.701427,operator,Vale Canada Ltd.,127,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Birchtree Mine,1754052
CAN,mineral-extraction,copper-mining,55.701427,-97.926631,trace_-97.926631_55.701427,owner,Vale S.A.,1,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Birchtree Mine,1754052
CAN,mineral-extraction,copper-mining,61.968158,-128.230176,trace_-128.230176_61.968158,owner,North American Tungsten Corporation Ltd.,5569,,2023-01-01 00:00:00,2023-12-31 00:00:00,2024-08-09 00:00:00,2024-10-22 21:58:44.642669,Cantung Mine,1754053
