Inventory,Impact Category,score,quantity,percentage,name,reference product
"Lithium hydroxide, brine",Total human health,2.100388711765206e-06,3.8696202209134514,4.911476966877701,"heat production, at hard coal industrial furnace 1-10MW","heat, district or industrial, other than natural gas"
"Lithium hydroxide, brine",Total human health,1.3809980398199169e-06,3.4443080318930805,3.229278478733794,"diesel, burned in building machine","diesel, burned in building machine"
"Lithium hydroxide, brine",Total human health,9.685246770825997e-07,0.5506805139047872,2.264764905990223,"soda production, solvay process","soda ash, light"
"Lithium hydroxide, brine",Total human health,6.371125313105236e-07,2.478907134045281,1.489802104397608,"sweet gas, burned in gas turbine","sweet gas, burned in gas turbine"
"Lithium hydroxide, brine",Total human health,4.85526111898373e-07,0.022462526563008102,1.135337617293915,natural gas venting from petroleum/natural gas production,"natural gas, vented"
"Lithium hydroxide, brine",Total ecosystem quality,2.478494941597482,43.051318495614396,30.457536877551007,"heat production, natural gas, at industrial furnace >100kW","heat, district or industrial, natural gas"
"Lithium hydroxide, brine",Total ecosystem quality,1.2523407651279503,1.1748499550186429,15.389668301102228,"quicklime production, in pieces, loose","quicklime, in pieces, loose"
"Lithium hydroxide, brine",Total ecosystem quality,0.7960199706077088,0.7541326967905121,9.782068626867835,"electricity production, hard coal","electricity, high voltage"
"Lithium hydroxide, brine",Total ecosystem quality,0.5359911189506212,3.8696202209134514,6.586646193014348,"heat production, at hard coal industrial furnace 1-10MW","heat, district or industrial, other than natural gas"
"Lithium hydroxide, brine",Total ecosystem quality,0.2760038417422403,3.4443080318930805,3.3917346560295174,"diesel, burned in building machine","diesel, burned in building machine"
"Lithium hydroxide, brine",Total ecosystem quality,0.20048089389987636,0.0012320923727895414,2.463654097782516,blasting,blasting
"Lithium hydroxide, brine",Total ecosystem quality,0.16203722723275268,2.478907134045281,1.9912305412238291,"sweet gas, burned in gas turbine","sweet gas, burned in gas turbine"
"Lithium hydroxide, brine",Total ecosystem quality,0.1265565429905345,0.007341307957288905,1.5552182538428505,"treatment of drilling waste, landfarming",drilling waste
"Lithium hydroxide, brine",Total ecosystem quality,0.11051616890059797,0.022462526563008102,1.358102545767583,natural gas venting from petroleum/natural gas production,"natural gas, vented"
"Lithium hydroxide, brine",Total ecosystem quality,0.09962434306408566,0.0006122598061375877,1.2242559191266513,blasting,blasting
"Lithium hydroxide, spodumene",Climate change ST,8.392821013729957,72.79992596955374,49.94166456240145,"heat production, at hard coal industrial furnace 1-10MW","heat, district or industrial, other than natural gas"
"Lithium hydroxide, spodumene",Climate change ST,1.3071554715871665,3.22695881141609,7.778257154074751,hard coal mine operation and hard coal preparation,hard coal
"Lithium hydroxide, spodumene",Climate change ST,0.6584952594596283,0.6060392758882782,3.918390408906008,"quicklime production, in pieces, loose","quicklime, in pieces, loose"
"Lithium hydroxide, spodumene",Climate change ST,0.41391330166507606,0.30611101388426937,2.46300013259623,"electricity production, hard coal","electricity, high voltage"
"Lithium hydroxide, spodumene",Climate change ST,0.30866107538651055,56.36684460254377,1.8366944636619178,"transport, freight, sea, bulk carrier for dry goods","transport, freight, sea, bulk carrier for dry goods"
"Lithium hydroxide, spodumene",Climate change ST,0.30655437374212535,0.32159680800448187,1.8241584895615732,"electricity production, hard coal","electricity, high voltage"
"Lithium hydroxide, spodumene",Climate change ST,0.2129695065888058,0.213285812008918,1.2672796956683086,"electricity production, hard coal","electricity, high voltage"
"Lithium hydroxide, spodumene",Climate change ST,0.2097143167386007,0.07809240281311758,1.2479096174407462,"electricity production, hard coal, at coal mine power plant","electricity, high voltage, for internal use in coal mining"
"Lithium hydroxide, spodumene",Climate change ST,0.20679120567383416,0.24617847747058985,1.230515581271454,"electricity production, hard coal","electricity, high voltage"
"Lithium hydroxide, spodumene",Climate change ST,0.1974629666667199,0.19012703916107856,1.1750076915298417,"electricity production, hard coal","electricity, high voltage"
"Lithium hydroxide, spodumene",Total human health,3.9515025763354697e-05,72.79992596955374,42.11589109874878,"heat production, at hard coal industrial furnace 1-10MW","heat, district or industrial, other than natural gas"
"Lithium hydroxide, spodumene",Total human health,5.441187569882379e-06,0.07809240281311758,5.799324654712734,"electricity production, hard coal, at coal mine power plant","electricity, high voltage, for internal use in coal mining"
"Lithium hydroxide, spodumene",Total human health,5.229633850968057e-06,6.420000076293945,5.573846543153622,spodumene concentrate production,spodumene concentrate
"Lithium hydroxide, spodumene",Total human health,2.4564627444373355e-06,0.6060392758882782,2.618146273076687,"quicklime production, in pieces, loose","quicklime, in pieces, loose"
"Lithium hydroxide, spodumene",Total human health,2.1131971434608717e-06,3.22695881141609,2.252287048910919,hard coal mine operation and hard coal preparation,hard coal
"Lithium hydroxide, spodumene",Total human health,1.8276468264169216e-06,0.8083480332747661,1.9479419087139203,sulfuric acid production,sulfuric acid
"Lithium hydroxide, spodumene",Total human health,1.6496893571298363e-06,0.30611101388426937,1.758271340318281,"electricity production, hard coal","electricity, high voltage"
"Lithium hydroxide, spodumene",Total human health,1.596773248474341e-06,0.8022780410246715,1.7018723116841872,"chlor-alkali electrolysis, membrane cell","sodium hydroxide, without water, in 50% solution state"
"Lithium hydroxide, spodumene",Total human health,1.5871039915740234e-06,11.970857551313792,1.6915666276373542,"tap water production, conventional treatment",tap water
"Lithium hydroxide, spodumene",Total ecosystem quality,10.083706294756885,72.79992596955374,48.63676612860572,"heat production, at hard coal industrial furnace 1-10MW","heat, district or industrial, other than natural gas"
"Lithium hydroxide, spodumene",Total ecosystem quality,1.4246598015406429,3.22695881141609,6.871565231564361,hard coal mine operation and hard coal preparation,hard coal
"Lithium hydroxide, spodumene",Total ecosystem quality,0.6460124437349724,0.6060392758882782,3.115913457182307,"quicklime production, in pieces, loose","quicklime, in pieces, loose"
"Lithium hydroxide, spodumene",Total ecosystem quality,0.5161094411201903,0.0031718459228660266,2.4893519754318967,blasting,blasting
"Lithium hydroxide, spodumene",Total ecosystem quality,0.4288910662931649,0.30611101388426937,2.0686713670741557,"electricity production, hard coal","electricity, high voltage"
"Lithium hydroxide, spodumene",Total ecosystem quality,0.41611341055599205,56.36684460254377,2.0070408677721434,"transport, freight, sea, bulk carrier for dry goods","transport, freight, sea, bulk carrier for dry goods"
"Lithium hydroxide, spodumene",Total ecosystem quality,0.32398719028680906,6.420000076293945,1.5626882360543333,spodumene concentrate production,spodumene concentrate
"Lithium hydroxide, spodumene",Total ecosystem quality,0.3221736651710756,0.32159680800448187,1.5539410557672453,"electricity production, hard coal","electricity, high voltage"
"Lithium hydroxide, spodumene",Total ecosystem quality,0.25669949671989606,0.07809240281311758,1.2381393331327077,"electricity production, hard coal, at coal mine power plant","electricity, high voltage, for internal use in coal mining"
"Lithium hydroxide, spodumene",Total ecosystem quality,0.2554734419627357,0.0015700592369155047,1.2322257001150663,blasting,blasting
Cobalt,Climate change ST,2.2340572224763,30.0705867460886,16.091607719247104,"diesel, burned in building machine","diesel, burned in building machine"
Cobalt,Climate change ST,0.5993778029986314,1.47967669094875,4.317236096033106,hard coal mine operation and hard coal preparation,hard coal
Cobalt,Climate change ST,0.5897921321483953,9.989311213220677,4.248191823802315,"heat production, natural gas, at industrial furnace >100kW","heat, district or industrial, natural gas"
Cobalt,Climate change ST,0.5812609107026789,0.7700000035762783,4.186742605989384,"lime production, hydraulic","lime, hydraulic"
Cobalt,Climate change ST,0.5162373736192618,0.029588892401722806,3.7183869879070164,natural gas venting from petroleum/natural gas production,"natural gas, vented"
Cobalt,Climate change ST,0.3513048394180579,0.2598087090801646,2.5304005684878805,"electricity production, hard coal","electricity, high voltage"
Cobalt,Climate change ST,0.32337627883071096,2.804988825649105,2.329234977645643,"heat production, at hard coal industrial furnace 1-10MW","heat, district or industrial, other than natural gas"
Cobalt,Climate change ST,0.3203292950723956,0.29134381691068456,2.307287971601017,magnesium oxide production,magnesium oxide
Cobalt,Climate change ST,0.26023584247712855,0.2730054549455,1.8744430758080812,"electricity production, hard coal","electricity, high voltage"
Cobalt,Climate change ST,0.19355798193576082,2.880906724112752,1.3941715927880276,"sweet gas, burned in gas turbine","sweet gas, burned in gas turbine"
Cobalt,Total human health,1.2056825628850214e-05,30.0705867460886,11.382385597223681,"diesel, burned in building machine","diesel, burned in building machine"
Cobalt,Total human health,1.0092396070357183e-05,50.600001096725464,9.527843166100881,"copper-cobalt mining, industrial",copper-cobalt ore
Cobalt,Total human health,9.900880536507725e-06,1.100000023841858,9.347040712682588,"cobalt hydroxide, hydrometallurigcal procesing of copper-cobalt ore, economic allocation",cobalt hydroxide
Cobalt,Total human health,4.6150945472865876e-06,2.3187944913771665,4.356933352271591,"chlor-alkali electrolysis, membrane cell","sodium hydroxide, without water, in 50% solution state"
Cobalt,Total human health,3.0934992030996283e-06,0.5411450636735277,2.9204536797918377,"chlor-alkali electrolysis, diaphragm cell","sodium hydroxide, without water, in 50% solution state"
Cobalt,Total human health,2.562576560262376e-06,0.29134381691068456,2.419230021998341,magnesium oxide production,magnesium oxide
Cobalt,Total human health,2.494980224027684e-06,0.03580817572692942,2.3554149194441694,"electricity production, hard coal, at coal mine power plant","electricity, high voltage, for internal use in coal mining"
Cobalt,Total human health,2.374017684868485e-06,1.2952480167914298,2.2412188361704186,"sulfur production, petroleum refinery operation",sulfur
Cobalt,Total ecosystem quality,2.4096559856181257,30.0705867460886,14.228313011559202,"diesel, burned in building machine","diesel, burned in building machine"
Cobalt,Total ecosystem quality,0.6532577649933778,1.47967669094875,3.857295818586763,hard coal mine operation and hard coal preparation,hard coal
Cobalt,Total ecosystem quality,0.575748623798084,0.7700000035762783,3.399627035670897,"lime production, hydraulic","lime, hydraulic"
Cobalt,Total ecosystem quality,0.5750917318486445,9.989311213220677,3.3957482810573003,"heat production, natural gas, at industrial furnace >100kW","heat, district or industrial, natural gas"
Cobalt,Total ecosystem quality,0.5720429410952341,1.2952480167914298,3.3777460643902004,"sulfur production, petroleum refinery operation",sulfur
Cobalt,Total ecosystem quality,0.5183648726035286,0.29134381691068456,3.060792787692497,magnesium oxide production,magnesium oxide
Cobalt,Total ecosystem quality,0.44110520382282736,0.0027108935253416524,2.604597066335525,blasting,blasting
Cobalt,Total ecosystem quality,0.3885262670424937,2.804988825649105,2.2941338405511753,"heat production, at hard coal industrial furnace 1-10MW","heat, district or industrial, other than natural gas"
Cobalt,Total ecosystem quality,0.36401706967580855,0.2598087090801646,2.1494142067625273,"electricity production, hard coal","electricity, high voltage"
Cobalt,Total ecosystem quality,0.27349515244648515,0.2730054549455,1.6149087917022626,"electricity production, hard coal","electricity, high voltage"
Nickel,Climate change ST,1.169129377954139,2.0799999237060547,22.087465973180702,"nickel matte production, nickel-cobalt sulphite and nickel sub materials, mass allocation",nickel matte
Nickel,Climate change ST,0.2881641097345818,3.4513258442631516,5.4440638379922355,"heat production, heavy fuel oil, at industrial furnace 1MW","heat, district or industrial, other than natural gas"
Nickel,Climate change ST,0.21484028859253043,0.5303736069582071,4.0588130393743125,hard coal mine operation and hard coal preparation,hard coal
Nickel,Climate change ST,0.13825085048772165,0.007924047635002983,2.6118674404148177,natural gas venting from petroleum/natural gas production,"natural gas, vented"
Nickel,Climate change ST,0.13067309623613949,1.0,2.4687067326770364,"nickel sulfate production, average excluding China, economic allocation",nickel sulfate
Nickel,Climate change ST,0.12530271209539987,1.086884630257995,2.3672481779539774,"heat production, at hard coal industrial furnace 1-10MW","heat, district or industrial, other than natural gas"
Nickel,Climate change ST,0.113056344867614,1.9148356716763526,2.1358869406612078,"heat production, natural gas, at industrial furnace >100kW","heat, district or industrial, natural gas"
Nickel,Climate change ST,0.10245278696407384,0.07576931296162756,1.9355620418044779,"electricity production, hard coal","electricity, high voltage"
Nickel,Climate change ST,0.08536567765539588,1.0929553920910884,1.6127483716049698,"heat production, light fuel oil, at industrial furnace 1MW","heat, district or industrial, other than natural gas"
Nickel,Climate change ST,0.0758931144910444,0.07961714286409047,1.4337904901962062,"electricity production, hard coal","electricity, high voltage"
Nickel,Total human health,2.9676307456798175e-05,2.0799999237060547,57.46889258201977,"nickel matte production, nickel-cobalt sulphite and nickel sub materials, mass allocation",nickel matte
Nickel,Total human health,1.640214853325049e-06,1.0,3.1763160344120718,"nickel sulfate production, average excluding China, economic allocation",nickel sulfate
Nickel,Total human health,1.2655647766555446e-06,3.4513258442631516,2.4507970309676916,"heat production, heavy fuel oil, at industrial furnace 1MW","heat, district or industrial, other than natural gas"
Nickel,Total human health,8.942978346563625e-07,0.012835041218840606,1.7318295502571395,"electricity production, hard coal, at coal mine power plant","electricity, high voltage, for internal use in coal mining"
Nickel,Total human health,5.89949420888157e-07,1.086884630257995,1.1424514302260231,"heat production, at hard coal industrial furnace 1-10MW","heat, district or industrial, other than natural gas"
Nickel,Total ecosystem quality,6.740031975714203,2.0799999237060547,54.63252698642409,"nickel matte production, nickel-cobalt sulphite and nickel sub materials, mass allocation",nickel matte
Nickel,Total ecosystem quality,0.8242771744017381,1.0,6.68132512383586,"nickel sulfate production, average excluding China, economic allocation",nickel sulfate
Nickel,Total ecosystem quality,0.30695741517071107,3.4513258442631516,2.488097879716639,"heat production, heavy fuel oil, at industrial furnace 1MW","heat, district or industrial, other than natural gas"
Nickel,Total ecosystem quality,0.2341529600434821,0.5303736069582071,1.8979684302122442,hard coal mine operation and hard coal preparation,hard coal
Nickel,Total ecosystem quality,0.16386982360829203,1.4195999578475949,1.328275977443254,treatment of wastewater from nickel matte production,wastewater from nickel matte production
Nickel,Total ecosystem quality,0.15054720512203068,1.086884630257995,1.2202871256687964,"heat production, at hard coal industrial furnace 1-10MW","heat, district or industrial, other than natural gas"
"Graphite, natural",Climate change ST,1.3401663343465688,3.308452326739525,12.751755924329498,hard coal mine operation and hard coal preparation,hard coal
"Graphite, natural",Climate change ST,0.836237486556168,0.6184423255497907,7.956845393029719,"electricity production, hard coal","electricity, high voltage"
"Graphite, natural",Climate change ST,0.6189307563191077,0.6493013072306163,5.889159976914415,"electricity production, hard coal","electricity, high voltage"
"Graphite, natural",Climate change ST,0.5026102467729567,4.359677002136969,4.782363970544527,"heat production, at hard coal industrial furnace 1-10MW","heat, district or industrial, other than natural gas"
"Graphite, natural",Climate change ST,0.43062897401901773,0.43126855045754775,4.097458225819669,"electricity production, hard coal","electricity, high voltage"
"Graphite, natural",Climate change ST,0.4168170546158447,0.4962076968154553,3.966037057743806,"electricity production, hard coal","electricity, high voltage"
"Graphite, natural",Climate change ST,0.39840499155690917,0.38360388639130083,3.7908452713411247,"electricity production, hard coal","electricity, high voltage"
"Graphite, natural",Climate change ST,0.3499154790694693,0.3458289598699624,3.329464909603385,"electricity production, hard coal","electricity, high voltage"
"Graphite, natural",Climate change ST,0.30036193796601796,0.30077824153031774,2.8579602574248653,"electricity production, hard coal","electricity, high voltage"
"Graphite, natural",Climate change ST,0.2830571767318475,0.3309500907395279,2.6933045084095526,"electricity production, hard coal","electricity, high voltage"
"Graphite, natural",Total human health,9.86449890021466e-06,74.40376419975352,22.41609065036347,"tap water production, conventional treatment",tap water
"Graphite, natural",Total human health,5.578599147940081e-06,0.08006454587325842,12.676810598006561,"electricity production, hard coal, at coal mine power plant","electricity, high voltage, for internal use in coal mining"
"Graphite, natural",Total human health,3.864929561894414e-06,28.708224505077652,8.782667248795525,"tap water production, conventional with biological treatment",tap water
"Graphite, natural",Total human health,3.3329010593647976e-06,0.6184423255497907,7.573685498995593,"electricity production, hard coal","electricity, high voltage"
"Graphite, natural",Total human health,2.5000624658349506e-06,0.6493013072306163,5.681142796265907,"electricity production, hard coal","electricity, high voltage"
"Graphite, natural",Total human health,2.366386322032731e-06,4.359677002136969,5.377377081699668,"heat production, at hard coal industrial furnace 1-10MW","heat, district or industrial, other than natural gas"
"Graphite, natural",Total human health,2.2761102558955147e-06,17.21149845607198,5.17223371835599,"water production, decarbonised","water, decarbonised"
"Graphite, natural",Total ecosystem quality,1.4606381149163212,3.308452326739525,12.289026573541724,hard coal mine operation and hard coal preparation,hard coal
"Graphite, natural",Total ecosystem quality,0.8664973699579287,0.6184423255497907,7.290244651685704,"electricity production, hard coal","electricity, high voltage"
"Graphite, natural",Total ecosystem quality,0.6504659770999437,0.6493013072306163,5.472672249295601,"electricity production, hard coal","electricity, high voltage"
"Graphite, natural",Total ecosystem quality,0.6038701529441249,4.359677002136969,5.0806399481942845,"heat production, at hard coal industrial furnace 1-10MW","heat, district or industrial, other than natural gas"
"Graphite, natural",Total ecosystem quality,0.4533651355702516,0.43126855045754775,3.814371363888002,"electricity production, hard coal","electricity, high voltage"
"Graphite, natural",Total ecosystem quality,0.43083157121821114,0.4962076968154553,3.6247860256095317,"electricity production, hard coal","electricity, high voltage"
"Graphite, natural",Total ecosystem quality,0.4162599488549231,0.38360388639130083,3.5021882016767223,"electricity production, hard coal","electricity, high voltage"
"Graphite, natural",Total ecosystem quality,0.36121279615253316,0.3458289598699624,3.0390509499172516,"electricity production, hard coal","electricity, high voltage"
"Graphite, natural",Total ecosystem quality,0.30762814519859066,0.30077824153031774,2.5882184043454264,"electricity production, hard coal","electricity, high voltage"
"Graphite, natural",Total ecosystem quality,0.29604273344108056,0.3309500907395279,2.4907449566108237,"electricity production, hard coal","electricity, high voltage"
"Graphite, synthetic",Climate change ST,5.493762717383537,13.562385189853691,12.80432849022802,hard coal mine operation and hard coal preparation,hard coal
"Graphite, synthetic",Climate change ST,3.407647727910391,2.520137663503095,7.942214313166461,"electricity production, hard coal","electricity, high voltage"
"Graphite, synthetic",Climate change ST,2.523498763021557,2.647325292685824,5.881525789996421,"electricity production, hard coal","electricity, high voltage"
"Graphite, synthetic",Climate change ST,2.3601234949744603,3.2626326484456416,5.500746585129273,calcined petroleum coke production,calcined petroleum coke
"Graphite, synthetic",Climate change ST,1.7565852152033141,1.7591941212075453,4.094078188956278,"electricity production, hard coal","electricity, high voltage"
"Graphite, synthetic",Climate change ST,1.698570959112288,2.0220957232076935,3.958864196230452,"electricity production, hard coal","electricity, high voltage"
"Graphite, synthetic",Climate change ST,1.6240311634354705,1.5636969393377786,3.7851340810908947,"electricity production, hard coal","electricity, high voltage"
"Graphite, synthetic",Climate change ST,1.4263630882549243,1.409705179433279,3.3244285324813583,"electricity production, hard coal","electricity, high voltage"
"Graphite, synthetic",Climate change ST,1.223974799020851,1.2256712359092796,2.8527215674665753,"electricity production, hard coal","electricity, high voltage"
"Graphite, synthetic",Climate change ST,1.1640000528335568,1.6166666758060446,2.712938254861858,graphitization of calcined coke powder,graphite powder
"Graphite, synthetic",Total human health,2.2868430006581027e-05,0.32820971981602076,11.74424254695757,"electricity production, hard coal, at coal mine power plant","electricity, high voltage, for internal use in coal mining"
"Graphite, synthetic",Total human health,1.3581491986286074e-05,2.520137663503095,6.974870421388892,"electricity production, hard coal","electricity, high voltage"
"Graphite, synthetic",Total human health,1.0193231594324571e-05,2.647325292685824,5.23480554400142,"electricity production, hard coal","electricity, high voltage"
"Graphite, synthetic",Total human health,9.293296205187515e-06,70.27407959394876,4.772637415993739,"water production, decarbonised","water, decarbonised"
"Graphite, synthetic",Total human health,8.881425303701958e-06,13.562385189853691,4.56111822715181,hard coal mine operation and hard coal preparation,hard coal
"Graphite, synthetic",Total human health,8.745665533254755e-06,3.2626326484456416,4.491397845306952,calcined petroleum coke production,calcined petroleum coke
"Graphite, synthetic",Total human health,7.122162363012677e-06,1.7591941212075453,3.6576364108057415,"electricity production, hard coal","electricity, high voltage"
"Graphite, synthetic",Total human health,6.749547914412434e-06,2.0220957232076935,3.466277648546908,"electricity production, hard coal","electricity, high voltage"
"Graphite, synthetic",Total human health,6.5228104235331664e-06,1.5636969393377786,3.3498350205830127,"electricity production, hard coal","electricity, high voltage"
"Graphite, synthetic",Total human health,5.658806618442042e-06,1.409705179433279,2.9061198094572678,"electricity production, hard coal","electricity, high voltage"
"Graphite, synthetic",Total ecosystem quality,5.9876143831274105,13.562385189853691,13.031442525649323,hard coal mine operation and hard coal preparation,hard coal
"Graphite, synthetic",Total ecosystem quality,3.530956027978946,2.520137663503095,7.684771863208938,"electricity production, hard coal","electricity, high voltage"
"Graphite, synthetic",Total ecosystem quality,2.6520738739197838,2.647325292685824,5.771972951222434,"electricity production, hard coal","electricity, high voltage"
"Graphite, synthetic",Total ecosystem quality,2.3132954158492294,3.2626326484456416,5.03465559529601,calcined petroleum coke production,calcined petroleum coke
"Graphite, synthetic",Total ecosystem quality,1.8493286385234726,1.7591941212075453,4.0248784109855285,"electricity production, hard coal","electricity, high voltage"
"Graphite, synthetic",Total ecosystem quality,1.7556815083164612,2.0220957232076935,3.8210648189774106,"electricity production, hard coal","electricity, high voltage"
"Graphite, synthetic",Total ecosystem quality,1.6968139038335484,1.5636969393377786,3.6929453785198816,"electricity production, hard coal","electricity, high voltage"
"Graphite, synthetic",Total ecosystem quality,1.472414426499366,1.409705179433279,3.2045624091846436,"electricity production, hard coal","electricity, high voltage"
"Graphite, synthetic",Total ecosystem quality,1.2535845911182046,1.2256712359092796,2.7283012072771418,"electricity production, hard coal","electricity, high voltage"
"Graphite, synthetic",Total ecosystem quality,1.206054305089329,1.3482640734552978,2.6248563040184503,"electricity production, hard coal","electricity, high voltage"
"Lithium carbonate, brine",Climate change ST,1.3578344368512165,22.997646164466463,38.34721304962803,"heat production, natural gas, at industrial furnace >100kW","heat, district or industrial, natural gas"
"Lithium carbonate, brine",Climate change ST,0.42159305381229784,3.6569281123240804,11.906399054272148,"heat production, at hard coal industrial furnace 1-10MW","heat, district or industrial, other than natural gas"
"Lithium carbonate, brine",Climate change ST,0.2153318036633938,0.012342054052762463,6.081282317886617,natural gas venting from petroleum/natural gas production,"natural gas, vented"
"Lithium carbonate, brine",Climate change ST,0.1791633460992339,0.18318802386580324,5.05983264018836,"electricity production, hard coal","electricity, high voltage"
"Lithium carbonate, brine",Climate change ST,0.09147488931221377,1.3615073946911087,2.5833834920854706,"sweet gas, burned in gas turbine","sweet gas, burned in gas turbine"
"Lithium carbonate, brine",Climate change ST,0.071406903264665,0.0005917576065186446,2.0166344720599616,"machine operation, diesel, >= 74.57 kW, high load factor","machine operation, diesel, >= 74.57 kW, high load factor"
"Lithium carbonate, brine",Climate change ST,0.06442741112680238,0.15905116610185727,1.819523495401068,hard coal mine operation and hard coal preparation,hard coal
"Lithium carbonate, brine",Climate change ST,0.061430540742477995,0.9787398247341396,1.7348875309632326,"transport, freight, lorry >32 metric ton, EURO3","transport, freight, lorry >32 metric ton, EURO3"
"Lithium carbonate, brine",Climate change ST,0.05618873470275993,0.4873850782701122,1.5868513289679222,"heat production, at hard coal industrial furnace 1-10MW","heat, district or industrial, other than natural gas"
"Lithium carbonate, brine",Climate change ST,0.04779593253966669,0.043988490320362734,1.3498264282165056,"quicklime production, in pieces, loose","quicklime, in pieces, loose"
"Lithium carbonate, brine",Total human health,5.010353876461022e-06,22.997646164466463,20.716047498153987,"heat production, natural gas, at industrial furnace >100kW","heat, district or industrial, natural gas"
"Lithium carbonate, brine",Total human health,3.3721125329269543e-06,1.0,13.94249690215042,"lithium carbonate production, Salar de Atacama","lithium carbonate, battery grade"
"Lithium carbonate, brine",Total human health,3.2007769941578726e-06,1.819887052694224,13.234084832508513,"soda production, solvay process","soda ash, light"
"Lithium carbonate, brine",Total human health,1.9849416966942544e-06,3.6569281123240804,8.20703436996132,"heat production, at hard coal industrial furnace 1-10MW","heat, district or industrial, other than natural gas"
"Lithium carbonate, brine",Total human health,1.3079890418791528e-06,0.18318802386580324,5.408073718292431,"electricity production, hard coal","electricity, high voltage"
"Lithium carbonate, brine",Total human health,9.2233536001662e-07,0.5244183468576635,3.813531658332139,"soda production, solvay process","soda ash, light"
"Lithium carbonate, brine",Total human health,3.499257437748789e-07,1.3615073946911087,1.4468196274366785,"sweet gas, burned in gas turbine","sweet gas, burned in gas turbine"
"Lithium carbonate, brine",Total human health,3.274079262729158e-07,0.0016945646576426018,1.353716387939567,"treatment of electric arc furnace slag, residual material landfill",electric arc furnace slag
"Lithium carbonate, brine",Total human health,2.823068049900706e-07,0.0005917576065186446,1.1672391462611085,"machine operation, diesel, >= 74.57 kW, high load factor","machine operation, diesel, >= 74.57 kW, high load factor"
"Lithium carbonate, brine",Total human health,2.6818663594560936e-07,0.003849038198808532,1.1088572235826977,"electricity production, hard coal, at coal mine power plant","electricity, high voltage, for internal use in coal mining"
"Lithium carbonate, brine",Total ecosystem quality,1.3239908016542015,22.997646164466463,33.53050070963995,"heat production, natural gas, at industrial furnace >100kW","heat, district or industrial, natural gas"
"Lithium carbonate, brine",Total ecosystem quality,0.5065305841263866,3.6569281123240804,12.828052951186638,"heat production, at hard coal industrial furnace 1-10MW","heat, district or industrial, other than natural gas"
"Lithium carbonate, brine",Total ecosystem quality,0.19336295322287053,0.18318802386580324,4.8969801241496125,"electricity production, hard coal","electricity, high voltage"
"Lithium carbonate, brine",Total ecosystem quality,0.10334682226850388,0.0006351369898253355,2.6172921239963105,blasting,blasting
"Lithium carbonate, brine",Total ecosystem quality,0.08899683254072495,1.3615073946911087,2.2538739339685168,"sweet gas, burned in gas turbine","sweet gas, burned in gas turbine"
"Lithium carbonate, brine",Total ecosystem quality,0.07143316594072362,0.0005917576065186446,1.809068324549308,"machine operation, diesel, >= 74.57 kW, high load factor","machine operation, diesel, >= 74.57 kW, high load factor"
"Lithium carbonate, brine",Total ecosystem quality,0.07021899440794023,0.15905116610185727,1.778319032793842,hard coal mine operation and hard coal preparation,hard coal
"Lithium carbonate, brine",Total ecosystem quality,0.07000295255761552,0.004060740128492428,1.7728477021723803,"treatment of drilling waste, landfarming",drilling waste
