naics_code,naics_desc,region,category,measure,unit,year,value,source
2122,Metal ore mining,Canada,Elec_Gen,Natural Gas,GWh,2022,"1,886",CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Petcoke,GWh,2022,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Propane,GWh,2022,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Refinery Fuel Gas,GWh,2022,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Spent Pulping Liquor,GWh,2022,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Steam,GWh,2022,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Waste,GWh,2022,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Wood,GWh,2022,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Nuclear,GWh,2022,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Hydro,GWh,2022,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Wind,GWh,2022,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Solar,GWh,2022,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Marine,GWh,2022,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Total,GWh,2022,"1,980",CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Diesel,GWh,2021,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Gasoline,GWh,2021,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Heavy Fuel Oil,GWh,2021,61,CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Light Fuel Oil,GWh,2021,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Natural Gas,GWh,2021,"1,872",CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Petcoke,GWh,2021,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Propane,GWh,2021,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Refinery Fuel Gas,GWh,2021,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Spent Pulping Liquor,GWh,2021,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Steam,GWh,2021,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Waste,GWh,2021,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Wood,GWh,2021,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Nuclear,GWh,2021,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Hydro,GWh,2021,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Wind,GWh,2021,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Solar,GWh,2021,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Marine,GWh,2021,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Total,GWh,2021,"1,933",CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Butane,GWh,2021,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coal,GWh,2021,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coke Oven Gas,GWh,2021,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coke,GWh,2021,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Diesel,GWh,2021,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Gasoline,GWh,2021,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Heavy Fuel Oil,GWh,2021,61,CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Light Fuel Oil,GWh,2021,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Butane,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coal,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coke Oven Gas,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coke,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Diesel,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Gasoline,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Heavy Fuel Oil,GWh,2020,80,CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Light Fuel Oil,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Natural Gas,GWh,2020,"1,450",CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Petcoke,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Propane,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Refinery Fuel Gas,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Spent Pulping Liquor,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Steam,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Waste,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Wood,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Nuclear,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Hydro,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Wind,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Solar,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Marine,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Total,GWh,2020,"1,531",CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Butane,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coal,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coke Oven Gas,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coke,GWh,2020,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Butane,GWh,2019,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coal,GWh,2019,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coke Oven Gas,GWh,2019,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coke,GWh,2019,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Diesel,GWh,2019,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Gasoline,GWh,2019,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Heavy Fuel Oil,GWh,2019,64,CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Light Fuel Oil,GWh,2019,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Natural Gas,GWh,2019,"1,275",CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Petcoke,GWh,2019,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Propane,GWh,2019,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Refinery Fuel Gas,GWh,2019,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Spent Pulping Liquor,GWh,2019,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Steam,GWh,2019,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Waste,GWh,2019,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Wood,GWh,2019,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Nuclear,GWh,2019,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Hydro,GWh,2019,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Wind,GWh,2019,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Solar,GWh,2019,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Marine,GWh,2019,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Total,GWh,2019,"1,339",CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Butane,GWh,2018,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coal,GWh,2018,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coke Oven Gas,GWh,2018,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coke,GWh,2018,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Diesel,GWh,2018,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Gasoline,GWh,2018,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Heavy Fuel Oil,GWh,2018,42,CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Light Fuel Oil,GWh,2018,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Natural Gas,GWh,2018,"1,612",CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Petcoke,GWh,2018,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Propane,GWh,2018,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Refinery Fuel Gas,GWh,2018,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Spent Pulping Liquor,GWh,2018,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Steam,GWh,2018,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Waste,GWh,2018,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Wood,GWh,2018,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Nuclear,GWh,2018,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Hydro,GWh,2018,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Wind,GWh,2018,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Solar,GWh,2018,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Marine,GWh,2018,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Total,GWh,2018,"1,654",CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Butane,GWh,2017,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coal,GWh,2017,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coke Oven Gas,GWh,2017,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coke,GWh,2017,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Diesel,GWh,2017,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Gasoline,GWh,2017,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Heavy Fuel Oil,GWh,2017,108,CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Light Fuel Oil,GWh,2017,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Natural Gas,GWh,2017,"1,287",CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Petcoke,GWh,2017,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Propane,GWh,2017,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Refinery Fuel Gas,GWh,2017,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Spent Pulping Liquor,GWh,2017,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Steam,GWh,2017,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Waste,GWh,2017,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Wood,GWh,2017,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Nuclear,GWh,2017,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Hydro,GWh,2017,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Wind,GWh,2017,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Solar,GWh,2017,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Marine,GWh,2017,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Total,GWh,2017,"1,395",CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Butane,GWh,2016,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coal,GWh,2016,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coke Oven Gas,GWh,2016,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coke,GWh,2016,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Diesel,GWh,2016,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Gasoline,GWh,2016,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Heavy Fuel Oil,GWh,2016,89,CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Light Fuel Oil,GWh,2016,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Natural Gas,GWh,2016,"2,004",CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Petcoke,GWh,2016,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Propane,GWh,2016,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Refinery Fuel Gas,GWh,2016,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Spent Pulping Liquor,GWh,2016,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Steam,GWh,2016,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Waste,GWh,2016,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Wood,GWh,2016,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Nuclear,GWh,2016,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Hydro,GWh,2016,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Wind,GWh,2016,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Solar,GWh,2016,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Marine,GWh,2016,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Total,GWh,2016,"2,093",CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Butane,GWh,2015,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coal,GWh,2015,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coke Oven Gas,GWh,2015,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coke,GWh,2015,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Diesel,GWh,2015,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Gasoline,GWh,2015,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Heavy Fuel Oil,GWh,2015,89,CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Light Fuel Oil,GWh,2015,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Natural Gas,GWh,2015,"1,845",CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Petcoke,GWh,2015,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Propane,GWh,2015,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Refinery Fuel Gas,GWh,2015,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Spent Pulping Liquor,GWh,2015,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Steam,GWh,2015,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Waste,GWh,2015,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Wood,GWh,2015,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Nuclear,GWh,2015,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Hydro,GWh,2015,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Wind,GWh,2015,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Solar,GWh,2015,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Marine,GWh,2015,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Total,GWh,2015,"1,934",CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Butane,GWh,2010,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coal,GWh,2010,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coke Oven Gas,GWh,2010,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coke,GWh,2010,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Diesel,GWh,2010,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Gasoline,GWh,2010,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Heavy Fuel Oil,GWh,2010,273,CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Light Fuel Oil,GWh,2010,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Natural Gas,GWh,2010,"1,294",CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Petcoke,GWh,2010,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Propane,GWh,2010,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Refinery Fuel Gas,GWh,2010,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Spent Pulping Liquor,GWh,2010,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Steam,GWh,2010,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Waste,GWh,2010,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Wood,GWh,2010,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Nuclear,GWh,2010,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Hydro,GWh,2010,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Wind,GWh,2010,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Solar,GWh,2010,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Marine,GWh,2010,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Total,GWh,2010,"1,568",CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Butane,GWh,2005,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coal,GWh,2005,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coke Oven Gas,GWh,2005,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Coke,GWh,2005,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Diesel,GWh,2005,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Gasoline,GWh,2005,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Heavy Fuel Oil,GWh,2005,214,CEEDC estimate
2122,Metal ore mining,Canada,Elec_Gen,Light Fuel Oil,GWh,2005,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Natural Gas,GWh,2005,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Petcoke,GWh,2005,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Propane,GWh,2005,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Refinery Fuel Gas,GWh,2005,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Spent Pulping Liquor,GWh,2005,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Steam,GWh,2005,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Waste,GWh,2005,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Wood,GWh,2005,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Nuclear,GWh,2005,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Hydro,GWh,2005,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Wind,GWh,2005,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Solar,GWh,2005,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Marine,GWh,2005,0,"Statistics Canada, Table 25-10-0028"
2122,Metal ore mining,Canada,Elec_Gen,Total,GWh,2005,214,CEEDC estimate
2122,Metal ore mining,Canada,Elec_GHG,Butane,ktCO2e,2022,0,Calculation based on ECCC NIR emission factors
2122,Metal ore mining,Canada,Elec_GHG,Coal,ktCO2e,2022,0,Calculation based on ECCC NIR emission factors
2122,Metal ore mining,Canada,Elec_GHG,Coke,ktCO2e,2022,0,Calculation based on ECCC NIR emission factors
2122,Metal ore mining,Canada,Elec_GHG,Coke Oven Gas,ktCO2e,2022,0,Calculation based on ECCC NIR emission factors
2122,Metal ore mining,Canada,Elec_GHG,Diesel,ktCO2e,2022,0,Calculation based on ECCC NIR emission factors
2122,Metal ore mining,Canada,Elec_GHG,Gasoline,ktCO2e,2022,0,Calculation based on ECCC NIR emission factors
2122,Metal ore mining,Canada,Elec_GHG,Heavy Fuel Oil,ktCO2e,2022,204,CEEDC estimate
2122,Metal ore mining,Canada,Elec_GHG,Light Fuel Oil,ktCO2e,2022,0,Calculation based on ECCC NIR emission factors
2122,Metal ore mining,Canada,Elec_GHG,Natural Gas,ktCO2e,2022,617,CEEDC estimate
2122,Metal ore mining,Canada,Elec_GHG,Petcoke,ktCO2e,2022,0,Calculation based on ECCC NIR emission factors
2122,Metal ore mining,Canada,Elec_GHG,Propane,ktCO2e,2022,0,Calculation based on ECCC NIR emission factors
2122,Metal ore mining,Canada,Elec_GHG,Refinery Fuel Gas,ktCO2e,2022,0,Calculation based on ECCC NIR emission factors
2122,Metal ore mining,Canada,Elec_GHG,Spent Pulping Liquor,ktCO2e,2022,0,Calculation based on ECCC NIR emission factors
2122,Metal ore mining,Canada,Elec_GHG,Waste Fuel,ktCO2e,2022,0,Calculation based on ECCC NIR emission factors
2122,Metal ore mining,Canada,Elec_GHG,Wood,ktCO2e,2022,0,Calculation based on ECCC NIR emission factors
2122,Metal ore mining,Canada,Elec_GHG,Total,ktCO2e,2022,822,CEEDC estimate
2122,Metal ore mining,Canada,Elec_GHG,Fuel GHG Intensity (Production),gCO2e/kWh,2022,415,
2122,Metal ore mining,Canada,Elec_GHG,Butane,ktCO2e,2021,0,Calculation based on ECCC NIR emission factors
2122,Metal ore mining,Canada,Elec_GHG,Coal,ktCO2e,2021,0,Calculation based on ECCC NIR emission factors
2122,Metal ore mining,Canada,Elec_GHG,Coke,ktCO2e,2021,0,Calculation based on ECCC NIR emission factors
2122,Metal ore mining,Canada,Elec_GHG,Coke Oven Gas,ktCO2e,2021,0,Calculation based on ECCC NIR emission factors
2122,Metal ore mining,Canada,Elec_GHG,Diesel,ktCO2e,2021,0,Calculation based on ECCC NIR emission factors
2122,Metal ore mining,Canada,Elec_GHG,Gasoline,ktCO2e,2021,0,Calculation based on ECCC NIR emission factors
2122,Metal ore mining,Canada,Elec_GHG,Heavy Fuel Oil,ktCO2e,2021,109,CEEDC estimate
2122,Metal ore mining,Canada,Elec_GHG,Light Fuel Oil,ktCO2e,2021,0,Calculation based on ECCC NIR emission factors
